@relation Issues

@attribute Title string
@attribute Body string
@attribute Label {bug,enhancement}

@data
'atom fails open windows line','atom editor v1 open atom windows atom months ago quit shell atom opens window atom running open window editor shell open atom instance foreground logging atom fnl log error open window shell instance atom fnl resource bundle cc locale file path empty locale english dns config service cc dns config unhandled atom app load time 390ms info console window load time 330ms source file applications atom app contents resources app asar static index js info console node sys util source internal util js info console combinator https www chromestatus details source info console shadow element https www chromestatus details source info console websocket ws a244ed92 2af0 4d9c b2a7 79747864d2fe browser failed error establishment net err refused source users bedge src proton lib proton js info console devtools disconnected source users bedge src proton lib proton js attempted open window shell log atom unexpected end input atom syntaxerror unexpected end input object parse native socket anonymous applications atom app contents resources app asar src browser atom application js emitone events js socket emit events js readableaddchunk stream readable js socket readable push stream readable js pipe onread net js atom unexpected token atom syntaxerror unexpected token object parse native socket anonymous applications atom app contents resources app asar src browser atom application js emitone events js socket emit events js readableaddchunk stream readable js socket readable push stream readable js pipe onread net js note proton happening proton originally behavior safe mode',bug
'atom doesn register text editor','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging check problem shows safe mode haven tested safe mode problem atom atom running latest version atom http flight manual atom io hacking atom sections debugging update latest version running v1 check function reports latest version check debugging guide http flight manual atom io hacking atom sections debugging didn check debugging guide missing info debugging check faqs discuss https discuss atom io faq found atom handle extensions https discuss atom io recognizing file extensions zmc atom language https discuss atom io atom file language instance reporting correct repository https github atom atom blob master contributing md atom packages repository atom info file perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported open closed issues uti plain text text editor description installing atom mac files extensions open shudder textedit atom info file duti http duti duti check list appears atom doesn register plain text uti text editor register os handle text files steps reproduce install atom v1 os open terminal window type myatomtestfile press type open myatomtestfile press expected behavior expected file open atom actual behavior file opens textedit editor depending installed rm myatomtestfile versions os atom version atom electron chrome node apm version apm npm node python git',enhancement
'atom edit shouldn open window','atom git editor https github atom language git git support atom window opens run git commit check folder opened switch window img width alt src https cloud githubusercontent assets a129b79e 11e6 ec3f5d52d97a png reality img width alt reality src https cloud githubusercontent assets c4625e0a 11e6 85da 28cd8fead74b png',enhancement
'uncaught error read property object undefinedtypeerror read property objec','enter steps reproduce atom version system linux arch thrown atom core stack trace uncaught error read property object undefined typeerror read property object undefined objectsregistry usr share atom resources atom asar browser registry js eventemitter anonymous usr share atom resources atom asar browser rpc server js emitmany events js eventemitter emit events js eventemitter anonymous usr share atom resources atom asar browser contents js emittwo events js eventemitter emit events js usr share atom resources atom asar renderer remote js error read property object undefined typeerror read property object undefined objectsregistry usr share atom resources atom asar browser registry js eventemitter anonymous usr share atom resources atom asar browser rpc server js emitmany events js eventemitter emit events js eventemitter anonymous usr share atom resources atom asar browser contents js emittwo events js eventemitter emit events js metatovalue usr share atom resources atom asar renderer remote js browserwindow remotememberfunction isfullscreen usr share atom resources atom asar renderer remote js applicationdelegate module exports applicationdelegate iswindowfullscreen usr share atom resources app asar src application delegate js atomenvironment module exports atomenvironment isfullscreen usr share atom resources app asar src atom environment js atomenvironment module exports atomenvironment serialize usr share atom resources app asar src atom environment js usr share atom resources app asar src atom environment js commands view check package atom workspace workspace scrollbars visible theme dark syntax theme dark ui config json core autohidemenubar true disabledpackages symbols view path open advanced open file angularjs atom ctags atom atom terminal autocomplete ctags autocomplete php debugger external open sql node debugger open external app excludevcsignoredpaths false editor invisibles installed packages coffee user atom ternjs v0 autocomplete v0 autocomplete modules v1 autocomplete python v1 autocomplete ruby v0 autocomplete sass v0 color picker v2 snippets v0 dojo v0 v2 runner v0 highlight line v0 highlight selected v0 jquery snippets v11 js v0 language v0 language gfm v0 language git v0 language v0 language ini v1 language javascript v0 language mustache v0 language todo v0 latexer v0 linter v1 linter coffeelint v1 linter htmlhint v1 linter jshint v2 linter python v2 merge conflicts v1 meteor v2 minimap v4 pigments v0 json v1 manager v2 python indent v0 python tools v0 v0 remote edit v1 svg preview v0 term3 v0 dev dev packages',bug
'uncaught rangeerror invalid string length','open atom atom version system arch linux thrown atom core stack trace uncaught rangeerror invalid string length usr share atom resources app asar src buffered process js rangeerror invalid string length socket anonymous usr share atom resources app asar src buffered process js emitone events js socket emit events js readableaddchunk stream readable js socket readable push stream readable js pipe onread net js commands 5x core move atom text editor editor hidden line focused 7x core move atom text editor editor hidden line focused editor newline atom text editor editor hidden line focused 2x core backspace atom text editor editor hidden line focused core save atom text editor editor hidden line focused 10x core move atom text editor editor hidden line focused 3x core move atom text editor editor hidden line focused core move atom text editor editor hidden line focused core move atom text editor editor hidden line focused editor consolidate selections atom text editor editor hidden line focused core cancel atom text editor editor hidden line focused editor consolidate selections atom text editor editor hidden line focused core cancel atom text editor editor hidden line focused editor consolidate selections atom text editor editor hidden line focused 6x core cancel atom text editor editor hidden line focused 2x view open atom workspace workspace scrollbars visible seti ui theme syntax syntax theme dark ui config json core automaticallyupdate false closeemptywindows false destroyemptypanes true disabledpackages vim mode keybinding resolver ionide fsi wrap guide local linter jslint spell check todos todo list markdown preview markdown folder markdown toc builder excludevcsignoredpaths false ignorednames git hg cvn thumbds db pyo openemptyeditoronstart false projecthome home karol src themes dark ui syntax syntax editor backupbeforesaving true fontfamily fontsize invisibles lineheight scrollpastend true showindentguide true showinvisibles true false installed packages coffee user parinfer v1 atom slime v2 atom ternjs v0 autoclose v0 autocomplete glsl v0 autocomplete v1 autocomplete love v0 autocomplete python v1 bottom dock v0 bug report v0 django templates v0 environment v1 file v1 file watcher v0 fold v0 config v1 v1 v4 godoc v0 gofmt v1 gometalinter linter v1 gorename v1 hyperclick v0 hyperclick love v0 language docker v1 language elm v1 language glsl v2 language v1 language idris v0 language latex v0 language v0 language v0 language python django templates v0 language restructuredtext v0 language rust v0 language scala v1 language v1 linter v1 linter clojure v1 linter elm v0 linter flake8 v1 linter luaparse v0 linter v1 markdown scroll v2 merge conflicts v1 navigator godef v1 syntax syntax v0 manager v2 python v0 python tools v0 scala v0 select rectangle v1 term3 v0 tester v1 todo manager v0 toggle v0 wordcount v2 dev dev packages',bug
'double indent line continuation','language family line line space support language model config doubleincreaseindentpattern doubledecreasenextindentpattern expected void main function version void main function',enhancement
'feature update install','check atom wifi tethererd phone check check install check isn checked package building atom uuhm',enhancement
'buttons listened atom','mouse devices today apple mouse http myego cz img razer logitech mx518 jpg love atom javascript console log doesn trigger mouse back https github jostrander mouse back perfectly satisfied listen left click click middle click back versions atom electron chrome node apm npm node python git',enhancement
'enable notificationmanager adderror error','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging check problem shows safe mode running latest version atom http flight manual atom io hacking atom sections debugging update latest version check debugging guide http flight manual atom io hacking atom sections debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported description enable error error developers seldom complaining wrong data type message nifty err stack detail ðÿ steps reproduce deliver nodejs error object atom notifications adderror message expected behavior atom display error message message error stack detail actual behavior atom raises exception error created string message versions apm npm node python git',enhancement
'opening file open window window present ubuntu workspace','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging check problem shows safe mode running latest version atom http flight manual atom io hacking atom sections debugging update latest version check debugging guide http flight manual atom io hacking atom sections debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported description ubuntu opening file file manager atom open window workspace opening file opens window tab expected workspace ubuntu atom window opening file file open atom window workspace expected behavior file opened window atom notion expected behavior derived text editor ubuntu intuitive file opened workspace atom workspace tasks disagree behavior issue atom steps reproduce open file atom file manager ubuntu workspace workspace workspace open file atom file manager expected behavior atom windows open workspace file workspace file actual behavior atom window opened workspace files versions ubuntu ubuntu running unity bash atom version atom electron chrome node apm version apm npm node python git',enhancement
'uncaught error tostring failed','enter steps reproduce atom version system mac os thrown atom core stack trace uncaught error tostring failed buffer js error tostring failed buffer tostring buffer js object fs readfilesync fs js object fs readfilesync atom shell asar js file module exports file readsync applications atom app contents resources app asar node modules text buffer node modules pathwatcher lib file js file module exports file getdigestsync applications atom app contents resources app asar node modules text buffer node modules pathwatcher lib file js textbuffer module exports textbuffer serialize applications atom app contents resources app asar node modules text buffer lib text buffer js applications atom app contents resources app asar src js array map native module exports serialize applications atom app contents resources app asar src js atomenvironment module exports atomenvironment serialize applications atom app contents resources app asar src atom environment js applications atom app contents resources app asar src atom environment js commands config json installed packages coffee user installed packages dev dev packages',bug
'feature request key mru','description tab switching great pop list panel pressing ctrl tab tab holding ctrl pressing tab key tab stack fine doesn package https atom io packages versions os atom',enhancement
'cmd key binding appears longer work','screen shot pm https cloud githubusercontent assets 1d41c19e 063f 11e6 869f 92c10aaa4aa1 png screen shot pm https cloud githubusercontent assets 1d4166f4 063f 11e6 9fb1 82b2a49b80e9 png attempting cmd switching open windows app version osx version additional debug screens key unaware versions atom os mac os packages themes',bug
'file icon windows','file associations windows step differentiating atom files file type files atom files generic file atom ideally file type changeable depending file conveying visual txt py visual recognition starting generic file type significantly place files atom windows desktop https cloud githubusercontent assets ae1dd722 11e6 e2a70c7fa6c2 png proposed generic file atom https cloud githubusercontent assets 0566d16c 049c 11e6 8b75 60e7aa33cc1c png',enhancement
'','portable version atom flash drive version portable git nice path portable git windows drive letter due flash drive atom exe atom electron chrome node',enhancement
crtl,'atom partly browser tab shift open closed tab implement browser closing tab ctrl ctrl presently case opinion trips desktop browser applications implement multi',enhancement
'starting typeerror read property fromfetchhead undefined','description atom doesn start properly providing chrome tools stdout err output error browser main loop cc running suid sandbox https code google chromium linuxsuidsandboxdevelopment information developing sandbox accelerator util cc invalid accelerator token command accelerator util cc invalid accelerator token command accelerator util cc invalid accelerator token command accelerator util cc invalid accelerator token command app load time 588ms info console typeerror read property fromfetchhead undefined object anonymous usr share atom resources app asar node modules nodegit lib nodegit js module compile usr share atom resources app asar src native compile cache js object defineproperty js usr share atom resources app asar src compile cache js module load module js function module load module js module require module js require usr share atom resources app asar src native compile cache js object anonymous usr share atom resources app asar src git repository async js module compile usr share atom resources app asar src native compile cache js object defineproperty js usr share atom resources app asar src compile cache js module load module js function module load module js module require module js require usr share atom resources app asar src native compile cache js object anonymous usr share atom resources app asar src git repository js object anonymous usr share atom resources app asar src git repository js module compile usr share atom resources app asar src native compile cache js object defineproperty js usr share atom resources app asar src compile cache js module load module js function module load module js module require module js require usr share atom resources app asar src native compile cache js object anonymous usr share atom resources app asar src git repository js object anonymous usr share atom resources app asar src git repository js module compile usr share atom resources app asar src native compile cache js object defineproperty js usr share atom resources app asar src compile cache js module load module js function module load module js module require module js require usr share atom resources app asar src native compile cache js source file usr share atom resources app asar static index js console xmlhttprequest main thread detrimental end user check http xhr spec whatwg source steps reproduce atom safe versions worked atom version atom electron chrome node apm version apm npm node python git',bug
'failed delete exist','description uninstalling package error failed delete package exist steps reproduce click uninstall package expected behavior package uninstalled install appears actual behavior error shows package computer atom thinks installed atom restarted versions atom version atom electron chrome node apm version apm npm node python git windows visual studio os version windows build rs1 release',bug
'windows install update modify bin appdata','windows runs updater executes files created overwritten users username appdata local atom atom atom cmd apm apm cmd script users username appdata local atom app resources suffixless link sh reports bug correlate issue doesn happen success fail squirrel log',bug
'uncaught error enoent file directory','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging check problem shows safe mode running latest version atom http flight manual atom io hacking atom sections debugging update latest version check debugging guide flight manual atom io hacking atom sections debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported updated bug looked open issue description save file moved directory error steps reproduce create file directory open file open terminal move file directory atom open file tab save enoent error notes file directory mounted remotely expected behavior expected happen actual behavior happened versions information executing atom version apm version command line include os version os running macbook pro ha uvanzara atom version macbook pro ha uvanzara apm version apm npm node python git enter steps reproduce atom version system mac os thrown atom core stack trace uncaught error enoent file directory close applications atom app contents resources app asar src pane js error enoent file directory close error native object fs closesync fs js object closesync applications atom app contents resources app asar node modules core node modules regenerator node modules commoner node modules graceful fs graceful fs js object fs writefilesync fs js object fsplus writefilesync applications atom app contents resources app asar node modules fs lib fs js file module exports file writefilesync applications atom app contents resources app asar node modules pathwatcher lib file js file module exports file writefilewithprivilegeescalationsync applications atom app contents resources app asar node modules pathwatcher lib file js file module exports file writesync applications atom app contents resources app asar node modules pathwatcher lib file js textbuffer module exports textbuffer saveas applications atom app contents resources app asar node modules text buffer lib text buffer js textbuffer module exports textbuffer save applications atom app contents resources app asar node modules text buffer lib text buffer js texteditor module exports texteditor save applications atom app contents resources app asar src text editor js pane module exports pane saveitem applications atom app contents resources app asar src pane js pane module exports pane saveactiveitem applications atom app contents resources app asar src pane js workspace module exports workspace saveactivepaneitem applications atom app contents resources app asar src workspace js atom workspace commandregistry core save applications atom app contents resources app asar src register commands js commandregistry module exports commandregistry handlecommandevent applications atom app contents resources app asar src command registry js applications atom app contents resources app asar src command registry js keymapmanager module exports keymapmanager dispatchcommandevent applications atom app contents resources app asar node modules atom keymap lib keymap manager js keymapmanager module exports keymapmanager handlekeyboardevent applications atom app contents resources app asar node modules atom keymap lib keymap manager js windoweventhandler module exports windoweventhandler handledocumentkeydown applications atom app contents resources app asar src window event handler js htmldocument anonymous applications atom app contents resources app asar src window event handler js commands core save atom text editor editor focused config json core themes atom dark ui genesis syntax editor fontsize invisibles preferredlinelength showindentguide true softwrap true softwrapatpreferredlinelength true tablength installed packages coffee user installed packages dev dev packages',bug
'uncaught promise gitrepositoryasync destroyed repository destroyed spec runs','run spec spec passes put error image https cloud githubusercontent assets 4dbc8944 fb8b 11e5 998b 49cfc1c823e4 png afair error start atom v1 error code run previous spec error logs previous run travis ci result repository destroyed error error package status bar https travis ci atom status bar spec reproduce error spec passes console log put repository destroyed error describe git repo error editor beforeeach waitsforpromise atom workspace open editor test null',bug
'add pages atom apm','time atom manual atom atom atom editor v1 usage atom path apm manual information ultimately copying switch',enhancement
'soft wrap doesn','prerequisites reproduce problem safe mode https atom io latest hacking atom debugging check problem shows safe mode running latest version atom https atom io latest hacking atom debugging update latest version check debugging guide https atom io latest hacking atom debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported information write good bug report https github atom atom blob master contributing md submit good bug report enhancement https github atom atom blob master contributing md submit good enhancement contributing guide description atom write emails yay include long soft wrap soft wrap https cloud githubusercontent assets f29a84a2 f1c2 11e5 9d48 b918985b3407 png note line broken middle word final line input box word characters characters define word sense soft wrap lines word steps reproduce enable soft wrap view menu write line text width buffer soft wrap line include word characters expected behavior line wraps word boundary actual behavior lines wrap versions',enhancement
'atom respecting cli switches','atom discuss https discuss atom io atom electron atom built electron electron https github atom electron blob v0 tutorial debugging main process md debug debug brk running applications atom app contents macos atom debug brk hangs node processes print listener debug atom run running test dev test process block connect debugger electron atom doesn respect',enhancement
'hide atom overlay','prerequisites reproduce problem safe mode https atom io latest hacking atom debugging check problem shows safe mode running latest version atom https atom io latest hacking atom debugging update latest version check debugging guide https atom io latest hacking atom debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported information write good bug report https github atom atom blob master contributing md submit good bug report enhancement https github atom atom blob master contributing md submit good enhancement contributing guide description issue https github atom dark ui atom overlap rest ui long line visible scroll sight odd shown line visible atom autocomplete top scrolling doesn nice core behavior packages opt package stay visible time steps reproduce open replace cmd autocomplete enabled type open autocomplete scroll line underneath replace panel expected behavior autocomplete disappear https cloud githubusercontent assets 810694a6 f0ec 11e5 897b f80c7d7fbb52 gif actual behavior stays top replace panel tough line anymore screen shot https cloud githubusercontent assets 2793be34 f0ed 11e5 8bd9754f4e6a png versions information executing atom version apm version command line atom dev 64308bb electron chrome node apm npm node python git',enhancement
'file atom','prerequisites reproduce problem safe mode https atom io latest hacking atom debugging check problem shows safe mode running latest version atom https atom io latest hacking atom debugging update latest version check debugging guide https atom io latest hacking atom debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported information write good bug report https github atom atom blob master contributing md submit good bug report enhancement https github atom atom blob master contributing md submit good enhancement contributing guide description distinguish objective markdown swift programming language files finder atom set app opening files files show atom files set opened xcode file type nice external packages dictate images file types steps reproduce set atom app opening objective swift files view file finder expected behavior expected happen file file type actual behavior happened file atom versions information executing atom version apm version command line',enhancement
'add warnings broken keymappings','atom missing mistakes slip keymap file atom text editor vim mode insert mode ctrl window focus pane left ctrl window focus pane atom text editor alt editor move line alt editor move line atom text editor vim mode insert mode tab vim mode move vim mode vim mode word vim mode delete vim mode vim mode delete vim mode fail load keybindings file spot considerable time uninstalling reinstalling packages keymap file paranthesis atom report atom fail failing selector term file',enhancement
'uncaught typeerror getchanges function','gfm time error occurred hitting enter time time error pasting vim putting character fine actual keypress attempted call patch getchanges true longer case happening characters space seemingly related imagine source result getchanges cursor positioned closing paren typing open atom version beta0 system mac os thrown atom core stack trace uncaught typeerror patch getchanges function opt homebrew cask caskroom atom beta beta3 atom beta app contents resources app asar node modules text buffer lib text buffer js typeerror patch getchanges function textbuffer module exports textbuffer emitdidchangetextevent opt homebrew cask caskroom atom beta beta3 atom beta app contents resources app asar node modules text buffer lib text buffer js textbuffer module exports textbuffer transact opt homebrew cask caskroom atom beta beta3 atom beta app contents resources app asar node modules text buffer lib text buffer js texteditor module exports texteditor transact opt homebrew cask caskroom atom beta beta3 atom beta app contents resources app asar src text editor js atom text editor newcommandlisteners anonymous function opt homebrew cask caskroom atom beta beta3 atom beta app contents resources app asar src register commands js commandregistry module exports commandregistry handlecommandevent opt homebrew cask caskroom atom beta beta3 atom beta app contents resources app asar src command registry js opt homebrew cask caskroom atom beta beta3 atom beta app contents resources app asar src command registry js keymapmanager module exports keymapmanager dispatchcommandevent opt homebrew cask caskroom atom beta beta3 atom beta app contents resources app asar node modules atom keymap lib keymap manager js keymapmanager module exports keymapmanager handlekeyboardevent opt homebrew cask caskroom atom beta beta3 atom beta app contents resources app asar node modules atom keymap lib keymap manager js windoweventhandler module exports windoweventhandler handledocumentkeyevent opt homebrew cask caskroom atom beta beta3 atom beta app contents resources app asar src window event handler js htmldocument anonymous opt homebrew cask caskroom atom beta beta3 atom beta app contents resources app asar src window event handler js commands spell check correct misspelling atom text editor editor vim mode insert mode focused 3x core move atom text editor editor vim mode insert mode focused autocomplete confirm atom text editor editor vim mode insert mode focused autocomplete active editor newline atom text editor editor vim mode insert mode focused 2x core backspace atom text editor editor vim mode insert mode focused editor newline atom text editor editor vim mode insert mode focused 3x core backspace atom text editor editor vim mode insert mode focused autocomplete active 2x editor newline atom text editor editor vim mode insert mode focused 2x core backspace atom text editor editor vim mode insert mode focused 3x core move atom text editor editor vim mode insert mode focused autocomplete active 2x core move atom text editor editor vim mode insert mode focused pdf view pdf view core move atom text editor editor vim mode insert mode focused 4x core backspace atom text editor editor vim mode insert mode focused autocomplete active core move atom text editor editor vim mode insert mode focused autocomplete active 2x editor newline atom text editor editor vim mode insert mode focused config json core closeemptywindows false destroyemptypanes false disabledpackages markdown scroll excludevcsignoredpath true projecthome themes atom dark ui solarized dark syntax editor autoindent true fontfamily anonymous pro powerline fontsize invisibles showindentguide true showinvisibles true showlinenumbers true softtabs true softwrap true softwrapatpreferredlinelength true tablength installed packages coffee user markdown preview v2 pdf view v0 v1 term3 v0 vim mode v0 dev dev packages',bug
windows,'list windows os versions ago list windows atom application active list windows atom list opened files behavior changeable ps compliance contributing guideline isn bug improvement pps actual v1',enhancement
rename,'atom filename tab',enhancement
'atom beta0 fails open dock','description atom beta0 atom fails open initiated dock mac fine opened terminal dock debugger window traceback typeerror path string received undefined assertpath path js object join path js object fsplus resolve applications atom beta app contents resources app asar node modules fs lib fs js config applications atom beta app contents resources app asar src config js atomenvironment applications atom beta app contents resources app asar src atom environment js module exports applications atom beta app contents resources app asar src initialize application window js setupwindow index js window onload index js steps reproduce open atom dock versions atom beta0 electron chrome node osx installed packages œâ sublime style column selection œâ indentation œâ autocomplete paths œâ autocomplete python œâ file œâ git œâ highlight selected œâ language shell œâ language idl œâ language latex œâ latex œâ linter œâ linter flake8 œâ merge conflicts œâ minimap œâ minimap replace œâ nucleus dark ui œâ open terminal œâ manager œâ python indent œâ set syntax synced sidebar',bug
'uncaught error pane attempted add item undefined','steps reproduce open empty atom safe mode untitled tab created open empty editor start configuration close pane empty run pane split move active command palette atom version beta0 system mac os thrown atom core stack trace uncaught error pane attempted undefined applications atom beta app contents resources app asar src pane js error pane attempted undefined pane module exports pane additem applications atom beta app contents resources app asar src pane js pane module exports pane moveitemtopane applications atom beta app contents resources app asar src pane js panecontainer module exports panecontainer moveactiveitemtopane applications atom beta app contents resources app asar src pane container js atom pane container module exports panecontainerelement moveactiveitemtonearestpaneindirection applications atom beta app contents resources app asar src pane container element js atom pane container module exports panecontainerelement moveactiveitemtopaneonleft applications atom beta app contents resources app asar src pane container element js atom workspace module exports workspaceelement moveactiveitemtopaneonleft applications atom beta app contents resources app asar src workspace element js atom workspace commandregistry window move active pane left applications atom beta app contents resources app asar src register commands js commandregistry module exports commandregistry handlecommandevent applications atom beta app contents resources app asar src command registry js applications atom beta app contents resources app asar src command registry js keymapmanager module exports keymapmanager dispatchcommandevent applications atom beta app contents resources app asar node modules atom keymap lib keymap manager js keymapmanager module exports keymapmanager handlekeyboardevent applications atom beta app contents resources app asar node modules atom keymap lib keymap manager js windoweventhandler module exports windoweventhandler handledocumentkeyevent applications atom beta app contents resources app asar src window event handler js htmldocument anonymous applications atom beta app contents resources app asar src window event handler js commands pane split copy active atom text editor editor focused core close atom text editor editor focused 2x editor newline atom text editor editor focused core paste atom text editor editor focused 2x editor newline atom text editor editor focused core save atom text editor editor focused pane split atom text editor editor focused 2x window move active pane atom pane pane active window move active pane left atom pane pane active window move active pane atom pane pane active config json core disabledpackages wrap guide preview autocomplete snippets gulp sftp deployment atom color highlight linter jscs openemptyeditoronstart false themes dark ui gruvbox syntax editor fontfamily operatormono invisibles lineheight nonwordcharacters',bug
'closing brace clarity','prerequisites reproduce problem safe mode https atom io latest hacking atom debugging check problem shows safe mode running latest version atom https atom io latest hacking atom debugging update latest version check debugging guide https atom io latest hacking atom debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported information write good bug report https github atom atom blob master contributing md submit good bug report enhancement https github atom atom blob master contributing md submit good enhancement contributing guide description atom https discuss atom io code folding close bracket concession folded blocks code parse examples behavior suggested fold parse js code function console log console log today atom handles folds syntax folding function atom javascript syntax function expect happen happen syntax folding function atom plain text syntax function folding function sublime text function line function code section section atom handles folds syntax folding block atom syntax section expect happen happen syntax folding block atom plain text syntax section section folding block sublime text section section line section section atom plain text syntax sublime text parse function block starts wrapping folded block code beginning end full statement problem atom folding method folded function properly javascript folded javascript atom https gfycat excellentmerrycoyote gif folded atom https gfycat fartenseadeliepenguin gif suggested examples folds 1tbs https indent style 1tbs style proposals stroustrup int elem sz int elem int sz private elem lowast int sz expected private allman js somethingelse expected steps reproduce launch atom correct syntax plain text write multiline indented function block block replicate indentation issue indent folded line block versions atom apm',enhancement
markerlayers,'access created package package appears created id doesn id knowing id access markerlayers packages created',enhancement
'uncaught error enfile file table overflow open library webserver cgi bin pg src icdo3 morpho','open file crash constant crashes freezes opening text files 26kb 76mb file open vcf large file doesn atom bless atom version system mac os thrown atom core stack trace uncaught error enfile file table overflow open library webserver cgi bin pg src icdo3 morphologies tab applications atom app contents resources app asar src workspace js error enfile file table overflow open library webserver cgi bin pg src icdo3 morphologies tab error native object fs opensync fs js object module anonymous function opensync atom shell asar js workspace module exports workspace opentextfile applications atom app contents resources app asar src workspace js workspace module exports workspace openuriinpane applications atom app contents resources app asar src workspace js workspace module exports workspace open applications atom app contents resources app asar src workspace js atomenvironment module exports atomenvironment openlocations applications atom app contents resources app asar src atom environment js eventemitter outercallback applications atom app contents resources app asar src application delegate js emittwo events js eventemitter emit events js commands config json core disabledpackages wrap guide openemptyeditoronstart false editor invisibles softwrap true installed packages coffee user installed packages dev dev packages',bug
'group displayed','prerequisites reproduce problem safe mode https atom io latest hacking atom debugging check problem shows safe mode running latest version atom https atom io latest hacking atom debugging update latest version check debugging guide https atom io latest hacking atom debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported information write good bug report https github atom atom blob master contributing md submit good bug report enhancement https github atom atom blob master contributing md submit good enhancement contributing guide description line significant visual separation family people concert img width alt move line src https cloud githubusercontent assets dfd58a56 ea0b 11e5 9de8 48d1c439da2f png steps reproduce launch atom open view kbd cmd kbd os kbd ctrl kbd scroll line screen expected behavior line immediately actual behavior large visual separation versions atom dev 4798d6d electron chrome node',enhancement
'atom module longer tasks','prerequisites reproduce problem safe mode https atom io latest hacking atom debugging check problem shows safe mode running latest version atom https atom io latest hacking atom debugging update latest version check debugging guide https atom io latest hacking atom debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported information write good bug report https github atom atom blob master contributing md submit good bug report enhancement https github atom atom blob master contributing md submit good enhancement contributing guide description atom module longer task created task fuzzy finder packages core module emitter disposable instance running safe mode fuzzy finder package failing module atom error module atom function module resolvefilename module js function module load module js module require module js require module js object anonymous applications atom app contents resources app asar node modules fuzzy finder lib load paths handler js object anonymous applications atom app contents resources app asar node modules fuzzy finder lib load paths handler js module compile module js object defineproperty js applications atom app contents resources app asar src compile cache js module load module js function module load module js module require module js require module js object anonymous applications atom app contents resources app asar src task bootstrap js object anonymous applications atom app contents resources app asar src task bootstrap js module compile module js object defineproperty js applications atom app contents resources app asar src compile cache js module load module js function module load module js module require module js require module js eval object exports runinthiscontext vm js object anonymous eval module compile module js node js dontcallback0 node js process tickcallback node js anonymous function applications atom app contents resources app asar src task js applications atom app contents resources app asar src task js read property bind null typeerror read property bind null process anonymous applications atom app contents resources app asar src task bootstrap js emittwo events js process emit events js handlemessage internal child process js pipe channel onread internal child process js anonymous function applications atom app contents resources app asar src task js suspect bug point packages trigger version versions atom version atom dev 579b6b7 electron chrome node',bug
