"Id","Title","Body","Label"
"263","Switching tabs does not focus editor","<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/atom/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

-->

### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: http://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: http://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

After switching tabs, the focus does not get transferred to the editor.

### Steps to Reproduce

1. Open two tabs and activate the first tab.
2. Click on the second tab to switch to it.

**Expected behavior:** Be able to start typing immediately

**Actual behavior:** Nothing happens when you type.  Instead, you have to click on the editor first.

**Reproduces how often:** 100%

### Versions

```
Atom    : 1.17.0-dev-4b77f9050
Electron: 1.6.5
Chrome  : 56.0.2924.87
Node    : 7.4.0
```

```
apm  1.17.0
npm  3.10.5
node 6.9.5 x64
python 2.7.12
git 2.12.0.windows.1
visual studio 2015
```

### Additional Information

This may only be on the Electron 1.6.x branch.  In addition, it also happens when reloading the window, in which case the Tree View gets focus.","bug"
"264","Moving tabs between docks does not update dock tab width","<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/atom/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

-->

### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: http://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: http://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

Moving tabs to a dock and then moving it back does not update the tab width in the dock until you hover over it.

![docks-no-resize](https://cloud.githubusercontent.com/assets/2766036/24884688/9ad55a48-1e18-11e7-99e7-a39ff8620421.gif)

### Steps to Reproduce

1. Have a dock and a tab open, and have the dock populated (eg with the Tree View)
2. Move the tab into the dock
3. Move the tab out of the dock

**Expected behavior:** The item in the dock's tab to automatically resize back to full width

**Actual behavior:** Tab does not resize until you drag it or hover over it for a while

**Reproduces how often:** 100%

### Versions

```
Atom    : 1.17.0-dev-4b77f9050
Electron: 1.6.5
Chrome  : 56.0.2924.87
Node    : 7.4.0
```
(Includes latest dock UX and regression fixes)

```
apm  1.17.0
npm  3.10.5
node 6.9.5 x64
python 2.7.12
git 2.12.0.windows.1
visual studio 2015
```

### Additional Information

Issue can be reproduced in safe mode.
(Also note the strange dock resizing after I start hovering over it - not sure if that's related)","bug"
"265","Pasting new line char into settings field causing problem, see gif","### Description

Pasting new line char into settings field causing problem, see gif

### Steps to Reproduce

1. Copy invisible newline char
2. Paste it into settings field
3. It starts pasting white spaces automatically( still works even if you close settings tab and reopen it again )

**Reproduces how often:** [some fields]

### Versions

atom --version
Atom    : 1.15.0
Electron: 1.3.13
Chrome  : 52.0.2743.82
Node    : 6.5.0

apm -v
apm  1.15.3
npm  3.10.5
node 4.4.5 x64
python 2.7.10
git 2.11.0

### Additional Information

![out](https://cloud.githubusercontent.com/assets/9260214/24765927/9c26280e-1ac7-11e7-95ef-308ef6073127.gif)
","bug"
"266","Cannot use Cmd+V to paste in Save dialogue","### Prerequisites

* [X] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: http://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: http://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

Environment: macOS Sierra 10.12.4.

Cannot use Cmd+V to paste text in Save dialogue. 

### Steps to Reproduce

1. Open a new file, and input some text. Select the text, and send Cmd+C to copy them.
2. Save the file or save as a new file. 
3. In the filename input of Save dialogue, I cannot use Cmd+V to paste the text just copied. But it works using right click of mouse, and then click Paste.  

**Expected behavior:** can paste the text

**Actual behavior:** nothing happens

**Reproduces how often:** every time

### Versions

Atom    : 1.15.0
Electron: 1.3.13
Chrome  : 52.0.2743.82
Node    : 6.5.0

apm  1.15.3
npm  3.10.5
node 4.4.5 x64
python 2.7.13
git 2.12.2
","bug"
"267","Uncaught TypeError: this.isReleasedVersion is not a function","[Enter steps to reproduce:]

1. Mess around with first-mate and trigger an assert by accident

**Atom**: 1.17.0-dev-86a4787f0 x64
**Electron**: 1.6.5
**OS**: Microsoft Windows 10 Home
**Thrown From**: Atom Core


### Stack Trace

Uncaught TypeError: this.isReleasedVersion is not a function

```
At C:\Users\user\Documents\GitHub\atom\src\atom-environment.coffee:873

TypeError: this.isReleasedVersion is not a function
    at TokenizedBuffer.module.exports.AtomEnvironment.assert (~/Documents/GitHub/atom/out/app/src/atom-environment.coffee:873:13)
    at TokenizedBuffer.module.exports.TokenizedBuffer.scopesFromTags (~/Documents/GitHub/atom/out/app/src/tokenized-buffer.coffee:290:14)
    at TokenizedBuffer.module.exports.TokenizedBuffer.openScopesForRow (~/Documents/GitHub/atom/out/app/src/tokenized-buffer.coffee:276:8)
    at TokenizedBuffer.module.exports.TokenizedBuffer.tokenizeNextChunk (~/Documents/GitHub/atom/out/app/src/tokenized-buffer.coffee:134:87)
    at ~/Documents/GitHub/atom/out/app/src/tokenized-buffer.coffee:121:8
    at ~/Documents/GitHub/atom/node_modules/underscore/underscore.js:666:47
```

### Commands

```
     -1:14.8.0 tree-view:show (atom-workspace.workspace.scrollbars-visible-always.theme-fizzy.theme-one-light-ui)
```

### Non-Core Packages

```
autocomplete-java 1.2.5 
autocomplete-python 1.8.63 
busy-signal 1.3.0 
file-icons 2.1.2 
fizzy 0.21.0 
github 0.0.0 
intentions 1.1.2 
junit-runner 0.0.0 
language-batch 0.4.0 
language-latex 1.0.0 
language-pegjs 0.5.0 
language-pug 0.0.21 
language-sourcepawn 0.7.2 
language-test 0.0.1 
latex undefined 
latex-autocomplete 1.0.0 
linter 2.1.2 
linter-coffeelint 1.2.1 
linter-eslint 8.1.4 
linter-js-standard 3.9.0 
linter-stylelint 3.10.0 
linter-ui-default 1.2.2 
MagicPython 1.0.9 
pdf-view 0.57.0 
script 3.14.1 
toggler 0.3.0 
```

Oops.","bug"
"268","Add spec for Save As dialog","(Prerequisites do not apply)

See: https://github.com/atom/atom/pull/14119#issuecomment-291295209.
Specifically, the test should ensure that the Save As dialog shows the correct directory and file name.

/cc @cs150bf","enhancement"
"269","Data loss when adding and removing project folders","<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/atom/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

-->

### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: http://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: http://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

There are already lots of unsaved buffer loss related issues, mostly of files with no project folder. However, this data loss scenario can also happen to a file with a project folder, without unusual or unintended behaviors such as crashing Atom, opening multiple windows of Atom, etc. It can be reproduced by the following steps.

### Steps to Reproduce

1. Open Atom with project folder A and make some change. Be sure that the changes are not saved.
2. Close Atom.
3. Open Atom with project folder B.
4. Add project folder A, and then remove project folder B.
5. Close Atom.
6. Open Atom with project folder A. (Or possibly with no project folder)
7. Now the changes are gone!

**Expected behavior:** The changes must be preserved at a certain step. If Atom handles unsaved buffers separate from project folders, the changes should be shown in step 3. This was what I expected (as Sublime Text does) before I search for the related issues and find out that Atom integrates the editor's state with project folders. Since Atom integrates them, the changes in step 1 may be expected reappear in either step 4 (when adding project folder A) or step 6.

**Actual behavior:** Data loss

**Reproduces how often:** Always

### Versions

You can get this information from copy and pasting the output of `atom --version` and `apm --version` from the command line. Also, please include the OS and what version of the OS you're running.

Atom    : 1.15.0  
Electron: 1.3.13  
Chrome  : 52.0.2743.82  
Node    : 6.5.0  
","bug"
"270","The build instructions for Arch Linux demand installing the non existing packages libX11-devel and libxkbfile-devel ","In the [build instructions for Linux](https://github.com/atom/atom/blob/master/docs/build-instructions/linux.md) in the section for Arch it says one should execute `sudo pacman -S --needed gconf base-devel git nodejs npm libgnome-keyring python2 libX11-devel libxkbfile-devel`, but the packages `libX11-devel`  and `libxkbfile-devel` don't exist in the Arch repos.
This can be tested by [searching for them on the Arch Website](https://www.archlinux.org/packages/?q=libX11-devel) or via pacman (`pacman -Ss libX11-devel`).
The the dependencies where added in the context of #12985.
However I could build Atom even without installing these packages. Maybe I already had installed the equivalents of these packages maybe they aren't even necessary on Arch.","bug"
"271","atom.showSaveDialogSync broken in version 1.15.0","<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/atom/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

-->

### Prerequisites

* [X] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: http://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: http://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

`atom.showSaveDialogSync('some/chosen/path/to/file')` used to work (still worked in version 1.14.0) but doesn't work in version 1.15.0.

### Steps to Reproduce

1. Open Atom in debug mode
2. Open console panel
3. Create a new file and edit something in the editor
4. In the console panel, type `atom.showSaveDialogSync('some/chosen/path/filename')`

**Expected behavior:** A save dialog pops out with the filename and path pre-set according to the param. 

**Actual behavior:** [What actually happens] The save dialog doesn't set to designated path and filename.

**Reproduces how often:** Always in version 1.15.0.

### Versions

Atom    : 1.15.0
Electron: 1.3.13
Chrome  : 52.0.2743.82
Node    : 6.5.0

### Additional Information

Another example: 

This function is used in the Markdown Preview package (https://github.com/atom/markdown-preview/blob/master/lib/markdown-preview-view.coffee#L292). When the markdown preview pane is opened, right clicking on the preview and selecting ""Save as HTML"" used to lead to a popped out save dialog with the ""Save As..."" field auto-filled with a filename ending with "".html"". But in version 1.15.0, the filename is just ""Untitled"".","bug"
"272","Copying or cutting without selecting text results in unexpected paste behaviour","<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/atom/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

-->

### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: http://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: http://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

When I copy a line without selecting any part of it, whether using Ctrl-c or right clicking and choosing ""Copy"", and then try to paste the contents of the line, they get added to the beginning of the line instead of being put where my cursor is.

### Steps to Reproduce

1. Open a file in Atom. It doesn't matter if there are other lines in this file or not.
2. Move your cursor to the very last line of the file. Type some text there. Press Ctrl-c.
3. Place your cursor on any line in the file, at any place in the line, and press Ctrl-v.

**Expected behavior:** [What you expect to happen]

I would expect the copied text to be pasted where the cursor is, without any newlines being pasted.

**Actual behavior:** [What actually happens]

Instead, the copied text is added to the beginning of the line and, if the cursor is not on the last line of the file, it moves down a line.

Here's a simple example, where I copy `a`, type `b`, then paste repeatedly:

![copy-paste-bug](https://cloud.githubusercontent.com/assets/17225098/24438786/e53b6fd8-1417-11e7-9fd5-62bacd7a0fec.gif)

**Reproduces how often:** [What percentage of the time does it reproduce?]

This happens every time.

### Versions

```
$ atom --version
Atom    : 1.15.0
Electron: 1.3.13
Chrome  : 52.0.2743.82
Node    : 6.5.0
$ apm --version
apm  1.15.3
npm  3.10.5
node 4.4.5 x64
python 2.7.12
git 2.7.4
```

I'm using Ubuntu 16.04, but I've seen the same issue in Windows 7 as well.","bug"
"273","Option to sort Command Palette by Most Recently / Frequently Used commands","### feature request

option to sort the **Command Palette** by most frequently used commands in decreasing order.","enhancement"
"274","All forward slashes in spec output converted to backslashes","### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: http://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: http://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

A regression from #13825 is causing _all_ forward slashes in spec output to be converted to Windows-style.  For example:
![html-backslash-in-specs](https://cloud.githubusercontent.com/assets/2766036/24280281/ab903138-1025-11e7-9279-43a3c90a3582.png)

### Steps to Reproduce

1. Create a test that will have forward slashes in its output if it fails
2. Run that spec in the Spec Reporter on Windows and make sure it fails

**Expected behavior:** Forward slashes to remain forward slashes

**Actual behavior:** :scream: Backslashes :scream:

**Reproduces how often:** 100%

### Versions
```
Atom    : 1.17.0-dev-fa9092608
Electron: 1.6.4
Chrome  : 56.0.2924.87
Node    : 7.4.0
```","bug"
"275","Folding keybindings duplicated","The keybinding for Fold All is `ctrl-alt-{` and for Fold Selection is `ctrl-alt-shift-[`. On a US keyboard, these are the same. I didn't override these bindings, and they remain duplicated when I start in safe mode.

Secondary problem: Under Settings => Keybindings, Fold All is shown as `ctrl-alt-{`, while in the command palette it's shown as `ctrl-alt-shift-[`. See screenshots below. Result: even on a keyboard layout that shouldn't be susceptible to this key binding duplication (on my Belgian layout, `[` and `{` don't share a physical key), Fold Selection still gets overridden by Fold All.

Keybindings according to Settings:
![2017-03-17 13_49_46-mint - vmware workstation](https://cloud.githubusercontent.com/assets/570247/24043897/212eb746-0b19-11e7-9f9b-b81464623e7d.png)

Keybindings according to Command Palette:
![2017-03-17 13_51_44-mint - vmware workstation](https://cloud.githubusercontent.com/assets/570247/24043898/212f1a88-0b19-11e7-9abe-2c18d07525e5.png)
","bug"
"276",".gitignore file not adjusting the visual aid off the Tree View","Similar to https://github.com/atom/atom/issues/3429#issuecomment-286594653

### Description

I have downloaded atom. Installed it. Opened up a project and the `.gitignore` is not being detected and the Tree View is not changing (reducing the opacity of the folder).

It used to do this in the past. I have tried several projects and all do not work. These projects all work in other applications/IDE so I do not believe it's a project issue. I feel like I'm doing something really silly..

### Steps to Reproduce

1. Have a fresh install of Atom with no setting changes
2. Set `tree-view.hideVcsIgnoredFiles` to `true`
3. Create a new directory `~/test`
3. Change to the `~/test` directory
3. Execute `git init` within `~/test`
3. Open Atom with the command `atom ~/test`
3. Create a folder named `should-be-ignored`
4. Create a `.gitignore` file
4. Add a line containing `should-be-ignored` to the `.gitignore` file

**Expected:** Folder named `should-be-ignored` to disappear

**Actual:** Folder named `should-be-ignored` remains and does not change color

### Original Repro Steps

1. Have a fresh install of Atom with no setting changes
2. Enable the VCS settings
3. Create a folder, name it eg: `should-be-ignored`
4. Create a .gitignore, add that folder to it
5. Nothing changes

**Expected behavior:** I expect it to tint/opacity change the folder in the Tree view so it's visibly different.

**Actual behavior:** Nothing happens, no visual que.

### Versions

- Windows 10, 64bit
- Downloaded Latest atom from https://atom.io/
    - Atom 1.15.0
    - Atom Beta 1.16.0 also doesn't work

No plugins.

### Additional Information

Screenshots

![](http://i.imgur.com/sFu4nhx.png)
![](http://i.imgur.com/vvOg6jH.png)","bug"
"277","Passing {activateItem: false} to Workspace::open causes the item not to be added to the Pane","### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: http://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: http://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

`atom.workspace.open` takes a parameter called `activateItem`, described as:

> A Boolean indicating whether to call `Pane::activateItem` on containing pane. Defaults to `true`.

While accurate, `Pane::activateItem` is responsible for calling `Pane::add`. Thus, if `activateItem` is false, the opened item does not get added to the pane at all.

### Steps to Reproduce

1. Run `atom.workspace.open('file.txt', {activateItem: false})` in the Atom JS console

**Expected behavior:** [What you expect to happen]

Expect `file.txt` to be opened in a new pane item in the background

**Actual behavior:** [What actually happens]

No new item is added to the pane

**Reproduces how often:** [What percentage of the time does it reproduce?]

100%

### Versions

You can get this information from copy and pasting the output of `atom --version` and `apm --version` from the command line. Also, please include the OS and what version of the OS you're running.

```
Atom    : 1.16.0-dev-b0b1879
Electron: 1.3.13
Chrome  : 52.0.2743.82
Node    : 6.5.0
```
","bug"
"278","horizontal scroll bar not fits longest line","### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: http://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: http://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

This text will only scroll as far as the length of the second line even though there's more text on the first line:

```
１２３４５６７８９�?１２３４５６７８９�?１２３４５６７８９�?１２３４５６７８９�?１２３４５６７８９�?１２３４５６７８９�?１２３４５６７８９�?１２３４５６７８９�?１２３４５６７８９�?１２３４５６７８９�?
123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
```

The characters in the first line of text are fullwidth Unicode characters.

### Steps to Reproduce

1. Paste the text above into a file
2. Scroll to the right

**Expected behavior:** [What you expect to happen]

Expect to be able to scroll to the end of the longest line which is the first line.

**Actual behavior:** [What actually happens]

You can only scroll to the end of the second line.

**Reproduces how often:** [What percentage of the time does it reproduce?]

100%

### Versions

```
atom -v
Atom    : 1.15.0
Electron: 1.3.13
Chrome  : 52.0.2743.82
Node    : 6.5.0
```

```
apm -v
apm  1.15.3
npm  3.10.5
node 4.4.5 x64
python 2.7.10
git 2.11.0
```

I'm on macOS 10.12.3 and @BlueSilverCat was on Windows 10 64bit

### Additional Information

GIF-age:

![no-scroll](https://cloud.githubusercontent.com/assets/734194/24685455/458348ec-1973-11e7-8bb7-16077969dc21.gif)
","bug"
"279","src/config.coffee should use _.deepClone from underscore-plus","Subj, just a reminder (following @50Wliu's request) to make a code cleanup. Line 999 in `src/config.coffee` implements its own deep clone function, but `underscore-plus` already has it (accessible as `_.deepClone`), so that one should be used instead of own implementation.","enhancement"
"280","'Save as' opens a save dialog in a semi-random dir with 'Untitled' as the file name","### Prerequisites

* In safe mode
* Was unable to find an existing issue
* Seems like it started happening a couple weeks ago. Electron upgrade?

### Description

Save as used to open a save dialog in the directory of the focused file with the file's name as the filename in the dialog. 

Now it opens in the root of the project (most of the time), with the filename as `Untitled`. Also the dialog is much larger than before.

<img width=""1108"" alt=""screen shot 2017-03-10 at 10 52 42 am"" src=""https://cloud.githubusercontent.com/assets/69169/23808956/9d337cf8-0580-11e7-86e2-756aaaa4aafe.png"">

### Steps to Reproduce

1. Open atom in safe mode
2. open a file
3. cmd-shift-s to save as
4. Get kind of useless dialog

**Expected behavior:** Open a dialog in the current directory of the active file, with the name being that of the active file

**Actual behavior:** The above dialog

**Reproduces how often:** 100%

### Versions

On master HEAD as of today: e35a00","bug"
"281","Should use name of symlink for determining file type (or have an option).","<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/atom/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

-->

### Prerequisites

* [X] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: http://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: http://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

Feature request:

I have a symlink in my source directory ""main.c"", which is a link to ""main.c.variant1"" (or perhaps one of the other variants). Atom nicely follows the link, but the fact that the destination file isn't "".c"" causes it to not do any syntax highlighting or other language-specific stuff.

It would be nice if it made that decision based on the name of the symlink, or perhaps only when the destintation file is of unknown type, or perhaps with an option setting.

### Steps to Reproduce

1. Find, say, ""sample.c"" in your source directory.
2. Rename it ""sample.c.notype"".
3. Create a symbolic link ""sample.c"" to point to it.
4. Open ""sample.c"" in Atom.

**Expected behavior:** [What you expect to happen]

It should be able to figure out that it's a C program.

**Actual behavior:** [What actually happens]

It doesn't.

**Reproduces how often:** [What percentage of the time does it reproduce?]

100%

### Versions

Atom    : 1.12.9
Electron: 1.3.13
Chrome  : 52.0.2743.82
Node    : 6.5.0

apm  1.12.9
npm  3.10.5
node 4.4.5
python 2.7.12
git 2.7.4

### Additional Information

Any additional information, configuration or data that might be necessary to reproduce the issue.
","enhancement"
"282","command line interface refinement [macOS]","<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/atom/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

-->

### Prerequisites

* [X] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: http://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: http://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

jump to line number via command line momentarily shows additional dock icon

### Steps to Reproduce

1. open any file
2. jump to line x with command line `atom /path/to/file.txt:x`
3. additional dock icon is momentarily shown, then the jump to line x occurs

**Expected behavior:** [What you expect to happen]
no additional dock icon is shown
**Actual behavior:** [What actually happens]
additional dock icon is momentarily shown
**Reproduces how often:** [What percentage of the time does it reproduce?]
always

### Versions
latest
Atom    : 1.14.4
Electron: 1.3.13
","enhancement"
"283","Proxy icon shows ~ in directory stack only when no files open","<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/atom/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

-->

### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: http://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: http://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

From Terminal, in a folder like `~/Sites/<project>`, when running `atom .` (`--safe` too), this happens:
<img width=""204"" alt=""screen shot 2017-03-07 at 11 34 05"" src=""https://cloud.githubusercontent.com/assets/898057/23652768/6abbed94-032a-11e7-9187-64727c702aee.png"">


### Steps to Reproduce

1. Launch Atom in a directory underneath your home directory from Terminal using `atom .`
1. Close any open files
1. Right-click the proxy icon

**Expected behavior:** Proxy icon stack should show a correct file path

**Actual behavior:** Proxy icon shows `~` in the file path

### Versions

You can get this information from copy and pasting the output of `atom --version` and `apm --version` from the command line. Also, please include the OS and what version of the OS you're running.
```
atom --version
Atom    : 1.14.4
Electron: 1.3.13
Chrome  : 52.0.2743.82
Node    : 6.5.0

apm --version
apm  1.15.3
npm  3.10.5
node 4.4.5 x64
python 2.7.13
git 2.12.0
```
macOS 10.12.3 (16D32)

### Additional Information

Any additional information, configuration or data that might be necessary to reproduce the issue.","bug"
"284","Newly added project folder in tree-view disappears after window:reload","<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/atom/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

-->
From @ungb:

I was able to repro by doing the following:
1. Open a empty Atom window with no project
2. Open context menu and click `Add Project Folder`
3. Add a folder
4. Open command palette and run window:reload

Actual: Atom will reload with empty atom with no project
NOTE: if you open Atom with a project or `atom .` and reload the project will persist.

Expected: project will persist

### Prerequisites

* [X] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: http://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: http://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

Added project folder in tree view would _disappear_ after dispatching command `window:reload` in current beta `1.15-beta-4`;
however, in current stable version `1.14.4` it _shows_ in tree view.

__NOTE__: 
  - this issue happens in both `tree-view`: `0.213.1` and `0.214.1` which are versions along with Atom `1.14.4` and `1.15-beta-4` respectively.
  - if doing `atom.restartApplication()` rather than `window:reload` then added project folder would show.

### Steps to Reproduce

1. `$ atom-beta` in terminal to launch Atom beta
2. atom shows some project folders in tree view from last session
3. add a new project folder to tree view
4. `ctrl-shift-f5` to reload atom

**Expected behavior:**

added new project folder would appear in tree view

**Actual behavior:**

added new project folder disappears in tree view, tree view remains same as in step no.2.

**Reproduces how often:**

always

### Versions

```
$ atom-beta --version
Atom    : 1.15.0-beta4
Electron: 1.3.13
Chrome  : 52.0.2743.82
Node    : 6.5.0~
```

","bug"
