@relation Issues

@attribute Id string
@attribute Title string
@attribute Body string
@attribute Label {'',electron-4,electron,more-information-needed,mac,uncaught-exception,linux,packages/solarized-dark-syntax,network,'d â¬‡ï¸?','i â¬‡ï¸?',triaged,'v â¬‡ï¸?','d â¬†ï¸?',tree-sitter,auto-updater,regression,windows,packages/one-dark-ui,packages/one-light-ui,iteration-plan,packages/go-to-line,electron-3,'v â¬†ï¸?','FY2019Q5 atom perf','i â¬†ï¸?',crash,'FY2019Q5 deterministic builds',installer,startup-time,needs-reproduction,build-error,editor-rendering,blocked,git,package-migration,packages/grammar-selector,stale,packages/dalek,ui,papercut,atom.io,data-loss,proposal,documentation,help-wanted,performance,error-from-save,question,auto-indent,i18n}

@data
226,'fuse cryptomator vault','cryptomator cryptomator vault unlock cryptomator cryptomator vault inside cryptomator vault saved remained machines cryptomator editors gedit sublimetext cryptomator vault 83d89a80 1e48 8d1e 4dc6fc33c860',''
227,'','','d â¬†ï¸?'
228,'','','i â¬‡ï¸?'
229,'','indentation indentation indentation',triaged
230,'','','v â¬‡ï¸?'
231,'subpixel anti aliasing stops smooth','editors subpixel anti aliasing font editors div div div div transform 09s ease big subpixel anti aliasing half notice subpixel anti aliasing reopened everytime subpixel antialiasing subpixel antialiasing sound unrelated expert subpixel antialiasing stops everytime',''
232,'precision linux wayland','conflated animated transitions document motion wheels rotation precision touchpads finger continuous document misnomer mapping touchpad pixels pixels afaict precision precision damianmoore precision wayland wayland wayland gitlab wayland document touchpad precisely fingers document sizes wayland',linux
233,'','','d â¬†ï¸?'
234,'','','i â¬‡ï¸?'
235,'','',regression
236,'','',tree-sitter
237,'','copied java guide latest reporting bug',triaged
238,'','','v â¬‡ï¸?'
239,'','','d â¬‡ï¸?'
240,'','','i â¬‡ï¸?'
241,'','',tree-sitter
242,'','','v â¬‡ï¸?'
243,'','','d â¬†ï¸?'
244,'','','i â¬‡ï¸?'
245,'','guide displayed displayed',triaged
246,'','','v â¬‡ï¸?'
247,'textmate ranges matching scopes','filling ranges scopes match scope scope scope negation basically relies knowing scope foo baz quux wib ble ranges strings overengineering toggle quotes toggle quotes strings ranges strings generally supporting scope slows balances scope inspects caches toggle quotes ready haven extended scopes blacklisted whitelisted scopes',''
248,'services support','goal providing services services sourcetree services automator integrating cross services leverage inter equivalent eefc 992b f96b2a6b195c',''
249,'','',needs-reproduction
250,'','',windows
251,'','craft switcher craft nada',needs-reproduction
252,'regex based injection selectors','a384dde3f5978d804306bc2033b7aae8570ceeb2 l422 allowed regex scopeselector todo cleanly ideally targets iterate reliable robust todo aerijo todo todo aerijo todo apologies easiest customisation',tree-sitter
253,'','',build-error
254,linux,'',linux
255,overlapping,'noticing funky overlapping 6834bc00 e9e1 9b85 130ba6cc4075 pasted 6a971600 e9e1 8a6b 0c69da7ba0d9 heavily decorations hitting vanessayuenn d33f3e945030a013db972fae4f4f75d70d354281 staging unstaging funky overlapping overlapping vanessayuenn vanessayuenn',editor-rendering
256,tests,'requesting parse scopes equivalent translated scopes generally scopes compatibility scope scope source require require range require buildtexteditor params buildtexteditor buildtexteditor params require params grammarforscopename source languagemode buildtexteditor beforeeach usetreesitterparsers waitsforpromise grammarforscopename source languagemode buildtexteditor tobetruthy scopename tobe source assignment tokenizes languagemode settext foo languagemode parse languagemodule range infinity infinity rootnode tobe confirming languagemode scopedescriptorforposition scopes toequal source storage resorting',''
257,'','','d â¬†ï¸?'
258,'','','i â¬†ï¸?'
259,'','',regression
260,'','click click',triaged
261,'','','v â¬‡ï¸?'
262,'','','d â¬†ï¸?'
263,'','','i â¬†ï¸?'
264,'','spec spec click',triaged
265,'','translatescreenposition exports exports texteditorcomponent texteditorcomponent updatesyncbeforemeasuringcontent texteditorcomponent updatesync texteditorcomponent 3x 3x',uncaught-exception
266,'','','v â¬‡ï¸?'
267,'anonymous nodes quotes log','scope nodes nodes notification c5a38a00 e39d 868d 4229f3ef3a09 mytype mytype getmax mytype mytype front scope notification c5a38a00 e39d 868d 4229f3ef3a09 32d632ba9e8c35bae83f516c09ab2dcd6f67e11d',''
268,'lmb button double subword','lmb mouse subword subwords mouse subwords mouse lmb mouse mouse handy snake cased camelcased handy',''
269,'','','d â¬‡ï¸?'
270,'','','i â¬‡ï¸?'
271,'','',linux
272,'',guide,triaged
273,'','','v â¬‡ï¸?'
274,'','','d â¬‡ï¸?'
275,'','','i â¬‡ï¸?'
276,'','guide folder click folder folder folder',triaged
277,'','','v â¬‡ï¸?'
278,'','',blocked
279,'','',git
280,'','','d â¬†ï¸?'
281,'','','i â¬‡ï¸?'
282,'','',regression
283,'','',tree-sitter
284,'','guide bug git',triaged
285,'','','v â¬‡ï¸?'
286,'','','d â¬†ï¸?'
287,'','','i â¬‡ï¸?'
288,'','guide git bug',triaged
289,'','','v â¬‡ï¸?'
290,'','',package-migration
291,'','guide guide guide guide guide git guide guide git guide folder guide guide guide guide guide guide guide guide guide guide run guide folder guide guide guide guide guide guide guide guide guide guide guide guide guide click',triaged
292,'','',package-migration
293,'','git git folder run folder click',triaged
294,'','',package-migration
295,'','git git folder run folder click',triaged
296,'','',package-migration
297,'','git git folder run folder click',triaged
298,'','',package-migration
299,'','git git folder run folder click',triaged
300,'','',package-migration
301,'','git git folder run folder click',triaged
302,'','',package-migration
303,'','git git folder run folder click',triaged
304,'','',package-migration
305,'','git git folder run folder click',triaged
306,'','',package-migration
307,'','git git folder run folder click',triaged
308,'','',package-migration
309,'','git git folder run folder click',triaged
310,'','',package-migration
311,'','git git folder run folder click',triaged
312,responsible,'saizai identically named gear linking crosslink',packages/grammar-selector
313,'','',packages/go-to-line
314,'','',stale
315,'','',packages/go-to-line
316,'','',stale
317,'jumping relative','falcondai oct',packages/go-to-line
318,'displays falsely gutter utf8 encoded','falsely extended latin 0ee3c800 cd65 976a 1e88387d5c8b',''
319,'','',regression
320,'','',tree-sitter
321,'',correct,triaged
322,'','','d â¬†ï¸?'
323,'','','i â¬†ï¸?'
324,'','latest guide',triaged
325,'','','v â¬‡ï¸?'
326,'','',packages/dalek
327,'','ben3eee run deprecation click copied',triaged
328,'srgb mojave','srgb override produce srgb notice srgb vibrant mojave dull 18a391 4eb4fc00 c64f 75a3dbb19c84',''
329,mojave,'dark mojave dark variant advantage dark mojave dark variants preferences',''
330,'','','d â¬‡ï¸?'
331,'','','i â¬‡ï¸?'
332,'','guide guide guide',triaged
333,'typeerror function','appdata textmatelanguagemode appdata appdata appdata appdata appdata appdata appdata appdata appdata appdata appdata updatesync appdata appdata appdata',uncaught-exception
334,'','','v â¬‡ï¸?'
335,'','','d â¬†ï¸?'
336,'','','i â¬‡ï¸?'
337,'',guide,triaged
338,'','','v â¬‡ï¸?'
339,'mojave parallels vm','mojave parallels parallels trial parallels mojave parallels mojave preferences mouse areas mouse range site',''
340,'','',packages/one-dark-ui
341,'','',regression
342,'','',ui
343,'sigbus centos','encountering blowing uninstalling logs localhost abrt ccpp killed sigbus dumping surface similarities dormat unresolved vmware fusion vmware fusion',''
344,'','','d â¬†ï¸?'
345,'','','i â¬‡ï¸?'
346,'','',papercut
347,'','','v â¬†ï¸?'
348,'','',needs-reproduction
349,'','',windows
350,'','',package-migration
351,'','folder built git folder run folder run click',triaged
352,'','',package-migration
353,'','folder built git folder run folder run click',triaged
354,'','',package-migration
355,'','folder built git folder run folder run click',triaged
356,'','','d â¬†ï¸?'
357,'','','i â¬†ï¸?'
358,'','guide click palette git',triaged
359,'','','v â¬‡ï¸?'
360,preferences,'severeal aom drop cheching leftover whatsoever',stale
361,'','','d â¬†ï¸?'
362,'','','i â¬‡ï¸?'
363,'',guide,triaged
364,'','','v â¬‡ï¸?'
365,'spawn e2big','reopens plaintext e2big e2big errnoexception util exports exports exports starttask startloadpathstask nexttick combinedtickcallback',uncaught-exception
366,'','load downgraded potentially boots prevail repeated success boots repeated posted success',''
367,'','','d â¬†ï¸?'
368,'','','i â¬†ï¸?'
369,'','',needs-reproduction
370,'','','v â¬‡ï¸?'
371,'','',atom.io
372,'','',auto-updater
373,'','ran resolved resolved',triaged
374,'random idle','comeback a393991e 804e 72c7390f6f50 crash crash crashlog j0k3r 90ab81d07ca5dc070859bf46c7562068',crash
375,reason,'crisp dark clearer hover mouse blurrier blurrier mouse 8f2dcc92 7fa2 989a b0be5cd12cc0 1080p 60hz asus rog g751jy clearing saved state incompatible trick days agagin permanent directing powerful 980m 4gb days year machine ideas bhavil jain',''
376,'virtual box corporate','inside gui gui eai care featured gui inside machine inside',''
377,'','foldable construct arrows construct begins arrows 28d2777c 7ad9 9d0b 0a1986d8a08d 2d9a7c46 7ad9 8dcd 825499ff1cdd arrows',tree-sitter
378,'','','d â¬†ï¸?'
379,'','','i â¬‡ï¸?'
380,'','',mac
381,'','',regression
382,'','guide git',triaged
383,'','','v â¬‡ï¸?'
384,'causing numerous taskgated','alfred taskgated c75c6466 8da7 6fb6260ba66a peg fans hot kills battery numerous taskgated increased taskgated peg pegs profiler spsoftwaredatatype overview 16g1408 thneed andrew burns aburns mitigate lsenvironment dict shelling dict ilc grep grep grep',mac
385,'ff crisp ish throuh ps blur filter','vstudio newest lcd directwrite ff sharp newest newest lcd 2560x1400p 120hz amd radeon cleartype plenty bricked mactype xd stellar someway ff hands horrible editorblurry 295f93b2 6e60 8ff5 33749a060d40',needs-reproduction
386,'getvisiblerowrange folded','getvisiblerowrange range messed getvisiblerowrange range range match match earlier getfirstvisiblescreenrow getlastvisiblescreenrow getvisiblerowrange compatibility range bugfixing camel chased haven folds missmatches camel chased 35f4d38cb57bf91dc89bb720dc4f72df7460c562 l781',''
387,'','','d â¬†ï¸?'
388,'','','i â¬‡ï¸?'
389,'','',linux
390,'','guide creates resolved click resolved',triaged
391,'','','v â¬‡ï¸?'
392,'','','d â¬†ï¸?'
393,'','','i â¬†ï¸?'
394,'','',linux
395,'','','v â¬‡ï¸?'
396,behavior,'reposting bug java indentation java myclass mymethod',triaged
397,'','',blocked
398,'','crash crash crash',crash
399,'','',electron
400,gconf2,'gconf2 libgconf gconf2 workstation gconf2 customized altering rpmrebuild gconf2 solves',linux
401,'compound keybindings displayed','guide compound displayed menus menus f777fa48 494c 9ae1 2946a81b1d1a keymaps palette contextmenu palette click displayed displayed git junolab jl',triaged
402,symlinked,'filepath symlinked linktoproject linktoproject views propagating linktoproject linktoproject forever generic',''
403,'','guide click',triaged
404,'','',windows
405,'fields showing typed','fields typed fields 1ec35b16 90c4 c7c68d100f3c 38b4 95d5 5b05a51439d2 6e82b316 38b4 8b97 607baee0fd54 3e692b88 38b4 901c 6f00d0e32e41 oppening pushing fields machine',''
406,'','','d â¬†ï¸?'
407,'','','i â¬‡ï¸?'
408,'','','v â¬‡ï¸?'
409,'','','d â¬†ï¸?'
410,'','',data-loss
411,'','','i â¬†ï¸?'
412,settings,'guide folder folder run folder run bug bug run run hard git bug',triaged
413,'','','v â¬†ï¸?'
414,'automatic snapcraft','snapstore snapcraft deployment snapcraft snaps integration tracking',linux
415,'awful anti aliasing hinting pixel','inexcusably terrible job anti aliasing hinting font 22751a5c 2d2b 9ac5 b10b0dd0d99a present font font electrons discord font noticable anti aliasing hinting powermap sat feb',''
416,'','',regression
417,height,'guide click ben3eee reload git',triaged
418,'','',proposal
419,'','built deprecation built',triaged
420,'minor bug icon incorrect worktree','guide folder folder git ed folder book git worktree folder folder book git git git worktree detach folder folder git ed folder git ed git minor revision minor urgent bug',triaged
421,'','','d â¬†ï¸?'
422,'','','i â¬†ï¸?'
423,'','',regression
424,'','','v â¬‡ï¸?'
425,'','','d â¬†ï¸?'
426,'','','i â¬‡ï¸?'
427,'','guide bug bug',triaged
428,'','','v â¬‡ï¸?'
429,'segmentation fault standard','guide whatwg fault whatwg invoke popup forcibly fault fault git distribution',triaged
430,'rm modules',rm,''
431,'','',needs-reproduction
432,'',git,triaged
433,'','appdata appdata exports appdata exports appdata appdata appdata',uncaught-exception
434,'','',build-error
435,'','','d â¬†ï¸?'
436,'','','i â¬†ï¸?'
437,'','',linux
438,'','git git git git',triaged
439,'','','v â¬‡ï¸?'
440,'','','d â¬†ï¸?'
441,'','','i â¬‡ï¸?'
442,'','',tree-sitter
443,'','',triaged
444,'','','v â¬‡ï¸?'
445,'',document,linux
446,'','',needs-reproduction
447,'call function getposition remote object 28error call','getposition getposition throwrpcerror browser rpc server browser rpc server emitmany webcontents browser web webcontents getposition getposition throwrpcerror browser rpc server browser rpc server emitmany webcontents browser web webcontents metatovalue remotememberfunction exports getwindowdimensions exports storewindowdimensions handlewindowblur 3x 3x eco slim',uncaught-exception
448,'installing module npm','mint uninstalling module sitting typed typed slick module mint generic youtube ggf xelwxbw gitcached fdd2 8a0d223dbfb1 cleared state reinstalled crashpersist 0f416aea fdd2 c42b94d12a4e',''
449,'','directions debapt curl packagecloud atomeditor apt xferd speed dload upload speed gpg packet ctb 2d gpg keydb keyblock failed gpg packet ctb 2d gpg apt gpghome j0qfggzhhe pubring gpg apt gpghome j0qfggzhhe pubring gpg failed packet gpg keyring apt gpghome j0qfggzhhe pubring gpg packet gpg packet ctb 2d gpg packet gpg import failed packet packagecloud atomeditor accept ranges bytes disposition atomeditor 4c6e74d6c0a35108 pub gpg sat gmt etag 8e4172cc039b35f7764b4bdb1e909a13 dec gmt amazons3 amz id 4xfogrdhf14be9zxebnely5 mzvsgil1jroklxihf3q62yshv2qlwp1dbc2vfl4jsf7ychwqb1k amz id 0eeade65f92a6029 kb atomeditor 4c6e74d6c0a35108 pub gpg kb 00067s apt atomeditor 4c6e74d6c0a35108 pub gpg trust lecture administrator privacy responsibility password gpg packet ctb 2d gpg keydb keyblock failed gpg packet ctb 2d gpg apt gpghome 1ucakhx5kc pubring gpg apt gpghome 1ucakhx5kc pubring gpg failed packet gpg keyring apt gpghome 1ucakhx5kc pubring gpg packet gpg packet ctb 2d gpg atomeditor 4c6e74d6c0a35108 pub gpg packet gpg import atomeditor 4c6e74d6c0a35108 pub gpg failed packet import retrieved apt curl httpie',''
450,'','','d â¬†ï¸?'
451,'','',editor-rendering
452,'','','i â¬†ï¸?'
453,'','','v â¬‡ï¸?'
454,'regression pasting docblock subsequent','docblock worse cedb0d42 f99b 893e 38660e0dd5fa docblock fee member prototype findfeeformember member member member indentations pastes indendation 390ab7449 390ab7449 docblock plaguing addressed',regression
455,'','','d â¬†ï¸?'
456,'','',electron
457,'','','i â¬‡ï¸?'
458,linux,'',linux
459,'','','v â¬‡ï¸?'
460,'','','d â¬†ï¸?'
461,'','','i â¬‡ï¸?'
462,'','guide git',triaged
463,'','','v â¬‡ï¸?'
464,'','',installer
465,'','',linux
466,'requests primitives aware','manipulate basis constrain basis rewire realign serialization identify receives restrict easier instance getavailablepackagepaths alter state state separately wouldn wanting expanded fuller wanting flexibility strike incomplete proposal state instance global ondidopenwindow callback atomwindow instance atomwindow ondidclose callback atomwindow ondidreceivefocus callback receives atomwindow scope args ipc scope atomwindow ondidreceivemessage scope callback args scope enablepackageforwindow disablepackageforwindow ispackagedisabledforwindow setforwindow getforwindow unsetforwindow unset observeall callback nesting ipc',''
467,'','',linux
468,'','',needs-reproduction
469,'','',auto-updater
470,'','',mac
471,'verify certificate','7dee83a4 dfb1 89ce 5bce6a0328cf failed leaf',''
472,'','apologize terminology clarifications',windows
473,'german layouts vim','guide bug german neo2 special german awesomizing neo tastaturbelegung ebene3 cookie awesome okie awesome awesome hard understanding understanding pushes layouted keycodes userspace presume german explains keycodes vi german neo2 vi stretch',triaged
474,opening,'gui preferences state state',''
475,'','','d â¬†ï¸?'
476,'','',editor-rendering
477,'','','i â¬†ï¸?'
478,'','latest guide latest latest',triaged
479,'','','v â¬‡ï¸?'
480,'','',build-error
481,linux,'',linux
482,'','crash crash crash',crash
483,'','','d â¬†ï¸?'
484,'','','i â¬†ï¸?'
485,'','','v â¬‡ï¸?'
486,'','',mac
487,'','',needs-reproduction
488,'unicode written back hex','guide unicode hex unicode displayed hex character character hex 0xefbfbd 0x91 unicode character character unaltered character unicode character character character altered unicode character character hex 0xefbfbd',triaged
489,'','','d â¬†ï¸?'
490,'','',electron
491,'','','i â¬‡ï¸?'
492,'',document,linux
493,'',newest,needs-reproduction
494,'','',regression
495,'','','v â¬‡ï¸?'
496,'','',installer
497,'','',mac
498,'','',needs-reproduction
499,'','',mac
500,'','guide git',triaged
501,'','',ui
502,'','','d â¬†ï¸?'
503,'','','i â¬‡ï¸?'
504,'','',regression
505,'','guide reload',triaged
506,'','','v â¬‡ï¸?'
507,'opening volume','mounted volume volume disappearing reappearing present volume logs scenario e0003a1c b264 414b 849c 96d6ce864538 e0003a1c b264 414b 849c 96d6ce864538 e0003a1c b264 414b 849c 96d6ce864538 e0003a1c b264 414b 849c 96d6ce864538 scenario volume volume diskcryptor pointing mounted volume unmount volume diskcryptor remount volume diskcryptor mounted volume scenario volume volume diskcryptor unmount volume diskcryptor remount volume diskcryptor mounted volume scenario usage scenario volume unmounted computer volume volume diskcryptor unmount volume diskcryptor computer computer remount volume diskcryptor mounted volume volume mounted unmounted finally mounted volume volume scenario repeated present years diskcryptor diskcryptor simulate unplugged volume volume shares ticket prerequisite diskcryptor volume volume',''
508,'','','d â¬‡ï¸?'
509,'','',documentation
510,'','','i â¬‡ï¸?'
511,'','',triaged
512,'','','v â¬‡ï¸?'
513,'','',help-wanted
514,'','',mac
515,'kubernetes support','source inside portable volume inside inside generally suppose global supposing informations practice volume',''
516,panes,'panes panes panes',''
517,'typeerror invalid point nan','swackets andrei exports assertvalid translatescreenposition exports translatescreenposition displaymarker exports displaymarker setheadscreenposition exports changeposition exports setscreenposition exports movecursors exports setcursorscreenposition texteditorcomponent exports texteditorcomponent onmousedown robin swackets',uncaught-exception
518,'integrated shell terminal access','underpinning shells sad combo seperately consult integrated',''
519,'','',blocked
520,'','','d â¬†ï¸?'
521,'','','i â¬†ï¸?'
522,'','appdata appdata appdata appdata appdata appdata appdata appdata exports appdata exports appdata exports appdata exports appdata appdata',uncaught-exception
523,'','','v â¬†ï¸?'
524,'','',stale
525,'','',windows
526,'','',needs-reproduction
527,'typeerror undefined','exports exports pane exports pane pane exports pane pane pane',uncaught-exception
528,reloading,'guide palette run reload reload 03be10414',triaged
529,'','',installer
530,'','',windows
531,'assigning height explicitly absolute deprecation','franklinrt mupchrch throwing deprecation paneforitem getactivetexteditor splitright run deprecation run paneforitem getactivetexteditor splitright deprecation deprecation assigning explicitly assigned implicitly assigns autoheight explicitly autoheight measuredimensions becamevisible checkforvisibilitychange attachedcallback axis childadded axis kit',triaged
532,screens,'menus run menus git buildvm eduardm1 c88402ca e603 975d cd31cd2e49ea',triaged
533,'','',linux
534,'','',needs-reproduction
535,'','',regression
536,'',guide,triaged
537,'','creates cursors cursors lclick cursors copied creates cursors cursors copied git',triaged
538,'preserve gpu flag','guide preserves disable flag black glitches disable flag click disable glitch bug acceleration remains acceleration hardware vendor',triaged
539,'','',build-error
540,'','',linux
541,'','spec spec',triaged
542,'','','FY2019Q5 atom perf'
543,'','',performance
544,'','renderer renderer',startup-time
545,'','explicitly hard hard understanding hard hard hard fault',triaged
546,'','',electron
547,'','',help-wanted
548,linux,'',linux
549,'','',windows
550,'','',crash
551,'','',git
552,'','folder git git git run git folder folder folder reload',triaged
553,'prefix installation','latest latest guide reporting correct contributing cursory 2felectron bug enhancement bug contributing bug enhancement contributing enhancement contributing guide prefix itâ distribution grunt prefix itâ itâ hard coded',triaged
554,'','','d â¬†ï¸?'
555,'','','i â¬‡ï¸?'
556,'','hard hard hard git',triaged
557,'','','v â¬‡ï¸?'
558,'race settings party settings dynamically','bug jtokoph detect indentation bug jtokoph detect indentation involve latest latest guide reporting correct contributing cursory 2felectron bug enhancement manages races manage surprising counterintuitive ran detect indentation manage softtabs refer bug l333 l343 distinguish reasons grain salt detect indentation tabtype hard blatant indentation indentation hard indentation carefully indentation thwacked git',triaged
559,'',crash,crash
560,'','',network
561,'','latest latest guide reporting correct contributing cursory 2felectron bug enhancement bug contributing bug enhancement contributing enhancement contributing guide reload',triaged
562,'','',build-error
563,'','latest latest guide reporting correct contributing cursory 2felectron bug enhancement ben3eee',triaged
564,'option smooth','today tutorials hints',''
565,'','notifies squirrelsetup squirrelsetup squirrelsetup ioexception squirreltemp tempe net45 locking druring scanning finish applied',''
566,'','',crash
567,'','',needs-reproduction
568,'','',network
569,'','',windows
570,'','',error-from-save
571,'','',network
572,'','pane exports exports exports exports exports exports pane exports pane pane pane exports pane pane exports exports exports exports exports 3x symbols',uncaught-exception
573,sublime,'truncate whitespace triple gifs autoindentonpaste normalizeindentonpaste 6x33kha t1dg82a',question
574,moving,'fit flavor',auto-indent
575,'story complicated confusing','effects modes misunderstood modes newcomers topics sources illustrate modes modes modes roots mdash mdash aid overlooking mdash combined modes unambiguous consideration scenarios stored belong decisions belong individual mdash buffers',proposal
576,persian,'persian ce9f4708 b3e3 11e5 e0f7c250deaa 1792ae82 b3e4 11e5 9eb8 ba946055f969',i18n
577,'locking smb connection','smb discard reboot',network
578,'switching branches','branches switched switched branches',needs-reproduction
579,'','',electron
580,'','',help-wanted
581,'','',linux
582,'','',blocked
583,'','',build-error
584,'','',electron
585,'','',linux
586,'','',blocked
587,'',hard,triaged
588,'','loong fan decided curiosity purposes im annoying incredible 2s processors',performance
589,'','',network
590,'','',performance
591,'','',stale
