Title,Body
Opening file causes system to lock for ~10 seconds on Ubuntu 19.04,"### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following: [snip]

### Description

After upgrading from Ubuntu 18.10 to 19.04, certain simple operations in Atom cause the system to lock/hang for up to 10 seconds.

### Steps to Reproduce

1. Open `atom-beta --safe`.
2. Open a small text file (Ctrl+O).

**Expected behavior:** The file opens more or less instantly and is available for editing. This was the behaviour under Ubuntu 18.10.

**Actual behavior:**
- Keyboard input locks and the screen (including other visible windows) freezes for about 10 seconds. 
- The mouse cursor is movable if under the default Ubuntu `gdm3` session; or also locks if under the Ubuntu Wayland session.
- `gnome-shell` CPU usage (from `top` or `htop`) spikes to 100% and settles back to a low value after the screen unfreezes.
- The lock is usually long enough that Ubuntu/Gnome/apport offers to kill Atom after the screen unfreezes.

**Reproduces how often:** 100%

### Versions

```
$ atom-beta --version
Atom    : 1.37.0-beta1
Electron: 2.0.18
Chrome  : 61.0.3163.100
Node    : 8.9.3
$ apm-beta --version
apm  2.1.7
npm  6.2.0
node 8.9.3 x64
atom 1.37.0-beta1
python 2.7.16
git 2.20.1
$ lsb_release -rd
Description:    Ubuntu 19.04
Release:        19.04
$ apt-cache policy atom-beta | head -n11
atom-beta:
  Installed: 1.37.0-beta1
  Candidate: 1.37.0-beta1
  Version table:
 *** 1.37.0-beta1 500
        500 https://packagecloud.io/AtomEditor/atom/any any/main amd64 Packages
        100 /var/lib/dpkg/status
     1.37.0-beta0 500
        500 https://packagecloud.io/AtomEditor/atom/any any/main amd64 Packages
     1.36.0-beta2 500
        500 https://packagecloud.io/AtomEditor/atom/any any/main amd64 Packages
```

### Additional Information

- See [this Ubuntu bug](https://bugs.launchpad.net/ubuntu/+source/gnome-shell/+bug/1826219) for further description.
- Saving a file causes a similar lock, though much shorter (~1 second).
- Google Chrome seems to cause similar locks (though much shorter in duration: ≤1 second, and not as repeatable), which maybe points to something underlying Electron/Chromium?"
Support Semantic Highlighting on Tree-Sitter Grammars,"<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/atom/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

---

Keep in mind that Atom is highly customizable in a number of ways and we strongly prefer that you consider these options before filing this issue:

* https://flight-manual.atom.io/using-atom/sections/basic-customization/: tweak Atom's configuration, styles, and keybindings.
* https://flight-manual.atom.io/using-atom/sections/atom-packages/: install a community package.
* https://flight-manual.atom.io/hacking-atom/: use the Atom API in your init script, to create a package, or to enhance an existing package.

If you're convinced that none of these options are appropriate for the feature you want, please explain why that's the case by completely filling out the issue template below.

Also note that the Atom team has finite resources so it's unlikely that we'll work on feature requests. If we're interested in a particular feature however, we'll follow up and ask you to submit an RFC to talk about it in more detail.

-->

## Summary

Please make token text available to Tree-Sitter grammars when requesting scope information, and possibly create a way to return different scopes for each lexical token.

## Motivation

The current implementation of [semanticolor](https://atom.io/packages/semanticolor) doesn't work with Tree-Sitter grammars. I'd like to be able to take advantage of Tree-Sitter, but this requires the grammar to be aware of the text a scope is being requested for, and to be able to return separate scopes for each lexical token in a scope.

## Describe alternatives you've considered

By changing `tree-sitter-language-mode.js` line 1060 from this:

```
return this.languageLayer.languageMode.grammar.idForScope(scopeName)
```

to this:

```
return this.languageLayer.languageMode.grammar.idForScope(scopeName, this.treeCursor.nodeText)
```

I was able to produce somewhat reasonable results, but this doesn't give me a way to assign different scopes to each lexical token, so the results aren't perfect:

![example](https://raw.githubusercontent.com/digitallyserviced/semanticolor/master/tree-sitter.png)"
Do Atom can link to custom mixin details ?,"## Summary

Mixin details link to.

## Motivation

In purpose to switch from netbeans.

## Describe alternatives you've considered

As Netbeans does, do Atom can link to custom mixin details on click on it ? If yes, how to that (ctl + click don't) ?

Thanks"
"""Fetching outdated packages and themes failed"" console error when starting Atom","<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/atom/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

-->

### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

![图片](https://user-images.githubusercontent.com/8848263/55445846-cc9e9380-55ef-11e9-88f6-6f8b9bb143cb.png)


### Steps to Reproduce

> Open atom and it appears

**Expected behavior:** [What you expect to happen]

> Don't complain

**Actual behavior:** [What actually happens]

> The console reported an error

**Reproduces how often:** [What percentage of the time does it reproduce?]

> 100% 
> - Even though I used `atom --safe`

### Versions

![图片](https://user-images.githubusercontent.com/8848263/55445929-3028c100-55f0-11e9-84c5-eec06f64688a.png)

### Additional Information

```shell
├── atom-beautify@0.33.4
├── atom-ide-datatip@0.9.4
├── atom-ide-definitions@0.2.0
├── atom-ide-markdown-service@1.1.1
├── atom-ide-signature-help@0.4.5
├── atom-material-syntax@1.0.8
├── atom-ternjs@0.19.1
├── autoprefixer@3.7.1
├── busy-signal@2.0.1
├── color-picker@2.3.0
├── docblockr@0.13.7
├── emmet@2.4.3
├── ex-mode@0.18.0
├── file-header@1.13.9
├── file-icons@2.1.31
├── git-time-machine@2.1.0
├── highlight-selected@0.16.0
├── ide-php@0.7.18
├── intentions@1.1.5
├── language-apache@1.8.0
├── language-ini@1.20.0
├── language-nginx@0.8.0
├── linter@2.3.0
├── linter-jshint@3.1.15
├── linter-ui-default@1.7.1
├── markdown-preview-enhanced@0.15.10 (disabled)
├── merge-conflicts@1.4.5
├── minimap@4.29.9
├── minimap-bookmarks@0.4.2
├── minimap-cursorline@0.2.0
├── minimap-git-diff@4.3.1
├── minimap-linter@2.2.1
├── minimap-quick-highlight@1.0.1
├── minimap-selection@4.5.0
├── minimap-split-diff@0.3.7
├── open-in-browser@0.5.2
├── pigments@0.40.2
├── platformio-ide-terminal@2.9.1
├── project-manager@3.3.6
├── quick-highlight@0.13.0
├── relative-numbers@0.9.0
├── remote-ftp@2.2.2
├── split-diff@1.6.0
├── sync-settings@0.8.6
├── todo-show@2.3.2
├── tree-view-git-status@1.5.2
└── vim-mode-plus@1.36.0
```"
Invisible window when Atom starts on Elementary OS,"### Description

I've taken invisible window when Atom starts, this behavior occurs when the Atom has closed in maximized window mode.

### Steps to Reproduce

1. Open Atom normally
2. Put in maximized window mode
3. Close the Atom
4. Re-open the Atom

**Expected behavior:**
Expected the Atom's window displayed.

**Actual behavior:**
Atom's window don't displays.

To get the window back, I click on top-left of desktop (bellow ""Application menu"") and drag to some direction to unmaximize the window.

### Versions
**Atom version**
```
Atom    : 1.35.1
Electron: 2.0.18
Chrome  : 61.0.3163.100
Node    : 8.9.3
```

**OS version**
```
Distributor ID:	elementary
Description:	elementary OS 5.0 Juno
Release:	5.0
Codename:	juno
Linux 4.15.0-46-generic #49-Ubuntu SMP Wed Feb 6 09:33:07 UTC 2019 x86_64 x86_64 x86_64 GNU/Linux
```

### Additional Information
**My partial solucion**
To prevent maximized window during Atom loading, I put this snippet of code in `init.coffee`  file:
```coffeescript
if atom.applicationDelegate.isWindowMaximized()
    atom.applicationDelegate.unmaximizeWindow();
```
Sorry for my bad english.
"
#! in package.json breaks package install: npm ERR! path /usr/share/atom/resources/app/apm/node_modules/npm/node_modules/sntp/package.json,"### Prerequisites

* [X] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description



### Steps to Reproduce

1. Start Atom
2. Select Edit > Preferences > + Install
3. Search for a package, e.g. _ansible_
4. Click desired blue [Install] button on matching package, e.g. _language-ansible_

**Expected behavior:** [What you expect to happen]

Package installs.

**Actual behavior:** [What actually happens]

Pink error box reports, `Installing “language-ansible@0.2.2” failed.Show output…`
Clicking `Show output…` reveals

    npm ERR! path /usr/share/atom/resources/app/apm/node_modules/npm/node_modules/sntp/package.json
    npm ERR! Error parsing /usr/share/atom/resources/app/apm/node_modules/npm/node_modules/sntp/package.json: Unexpected token # in JSON at position 0

    npm ERR! A complete log of this run can be found in:
    npm ERR!     /home/cainesaj/.atom/.apm/_logs/2019-03-18T16_34_52_243Z-debug.log

**Reproduces how often:** [What percentage of the time does it reproduce?]

100%.

### Versions

    $ cat /etc/redhat-release ; atom --version ; atom --safe
    Fedora release 29 (Twenty Nine)
    Atom    : 1.34.0
    Electron: 2.0.16
    Chrome  : 61.0.3163.100
    Node    : 8.9.3

and

    $ cat /etc/lsb-release ; atom --version ; atom --safe
    DISTRIB_ID=Ubuntu
    DISTRIB_RELEASE=18.04
    DISTRIB_CODENAME=bionic
    DISTRIB_DESCRIPTION=""Ubuntu 18.04.2 LTS""
    Atom    : 1.35.1
    Electron: 2.0.18
    Chrome  : 61.0.3163.100
    Node    : 8.9.3


### Additional Information

Removing the first line, `#!/usr/bin/node`, from `/usr/share/atom/resources/app/apm/node_modules/npm/node_modules/sntp/package.json` results in the package installing as expected.

Note that this file is part of the installed atom package and that having a #! on the first line of any interpreted script is always appropriate (though `#!/usr/bin/env node` would be more portable).

    $ rpm -qf /usr/share/atom/resources/app/apm/node_modules/npm/node_modules/sntp/package.json
    atom-1.34.0-2.fc29.x86_64
"
Provide Option to Enable 'darkTheme' Option of BrowserWindow,"<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/atom/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

-->

### Description

This has come up multiple times, but all issues regarding this problem I could find have been locked because of low activity, so I’m opening a new one.
On Linux many GTK themes provide a dark variant of the theme for windows with predominantly dark contents. Electron allows windows to request this dark variant through the ""darkTheme"" option of the BrowserWindow class, but Atom provides no way to set that option for a user.
This is an issue because if title bars are generally light, they stick out like a sore thumb if the user chooses to use a dark UI / syntax theme and are very distracting. In such cases it would be ideal for the user to be able to set an option to have Atom use the dark theme variant.

### Steps to Reproduce

1. Open Atom on a Linux system with a light gtk theme with a dark variant
2. See the light title bar of Atom and be distracted by it
3. Look for an option to set Atom to use the dark theme variant and not find it

**Expected behavior:** Finding an option to have Atom use the dark theme variant, set it and restart Atom, now without a distracting light titlebar.
**Actual behavior:** There's no such option.

**Reproduces how often:** Every time.

### Versions

Atom: 1.34.0
APM: 2.1.3

### Additional Information

Perhaps this could be implemented similiarly to how the custom title bar styles on macOS are handled, i.e. during the initialisation of a BrowserWindow, check the configuration whether the option for 'darkTheme' is set and if it is, set it to `true` in the BrowserWindow options. 

Thank you all for your hard work and for considering this issue."
bootstrap error on centos 6.6: a lot errors and warnings for ../src/parser.c,"Tried to build atom v1.34.0 on centOS v6.6. All the prerequisites have been installed, but when running ""./script/bootstra"", I got a lot of errors and warnings (see below, only very few error and warning lines are copied here). I believe it is a very small issue that caused a lot errors.

Alex.

Stdout:
Node:   v6.11.4
Npm:    v3.10.10
Installing script dependencies
Installing apm
apm  2.1.3
npm  6.2.0
node 8.9.3 x64
atom unknown
python 2.7.11
git 2.18.0
Installing modules ✗

Stderr:
....
gyp verb build/config.gypi writing out config file: /mnt/share/rh/source/small_packages/temp/atom-1.34.0/node_modules/tree-sitter-c/build/config.gypi
gyp verb config.gypi checking for gypi file: /mnt/share/rh/source/small_packages/temp/atom-1.34.0/node_modules/tree-sitter-c/config.gypi
gyp verb common.gypi checking for gypi file: /mnt/share/rh/source/small_packages/temp/atom-1.34.0/node_modules/tree-sitter-c/common.gypi
gyp verb gyp gyp format was not specified; forcing ""make""
gyp info spawn /mnt/share/rh/source/small_packages/temp/atom-1.34.0/apm/node_modules/atom-package-manager/bin/python-interceptor.sh
gyp info spawn args [ '/mnt/share/rh/source/small_packages/temp/atom-1.34.0/apm/node_modules/atom-package-manager/node_modules/node-gyp/gyp/gyp_main.py',
gyp info spawn args   'binding.gyp',
gyp info spawn args   '-f',
gyp info spawn args   'make',
gyp info spawn args   '-I',
gyp info spawn args   '/mnt/share/rh/source/small_packages/temp/atom-1.34.0/node_modules/tree-sitter-c/build/config.gypi',
gyp info spawn args   '-I',
gyp info spawn args   '/mnt/share/rh/source/small_packages/temp/atom-1.34.0/apm/node_modules/atom-package-manager/node_modules/node-gyp/addon.gypi',
gyp info spawn args   '-I',
gyp info spawn args   '/home/shengxin/.atom/.node-gyp/.node-gyp/iojs-2.0.16/common.gypi',
gyp info spawn args   '-Dlibrary=shared_library',
gyp info spawn args   '-Dvisibility=default',
gyp info spawn args   '-Dnode_root_dir=/home/shengxin/.atom/.node-gyp/.node-gyp/iojs-2.0.16',
gyp info spawn args   '-Dnode_gyp_dir=/mnt/share/rh/source/small_packages/temp/atom-1.34.0/apm/node_modules/atom-package-manager/node_modules/node-gyp',
gyp info spawn args   '-Dnode_lib_file=iojs.lib',
gyp info spawn args   '-Dmodule_root_dir=/mnt/share/rh/source/small_packages/temp/atom-1.34.0/node_modules/tree-sitter-c',
gyp info spawn args   '--depth=.',
gyp info spawn args   '--no-parallel',
gyp info spawn args   '--generator-output',
gyp info spawn args   'build',
gyp info spawn args   '-Goutput_dir=.' ]
gyp verb command build []
gyp verb build type Release
gyp verb architecture x64
gyp verb node dev dir /home/shengxin/.atom/.node-gyp/.node-gyp/iojs-2.0.16
gyp verb `which` succeeded for `make` /usr/bin/make
gyp info spawn make
gyp info spawn args [ 'BUILDTYPE=Release', '-C', 'build' ]
In file included from ../src/parser.c:1:
../src/tree_sitter/parser.h:52: warning: declaration does not declare anything
../src/tree_sitter/parser.h:58: warning: declaration does not declare anything
../src/tree_sitter/parser.h:73: warning: declaration does not declare anything
../src/parser.c:4: warning: expected [error|warning|ignored] after ‘#pragma GCC diagnostic’
../src/parser.c:58245: error: unknown field ‘count’ specified in initializer
../src/parser.c:58245: warning: missing braces around initializer
../src/parser.c:58245: warning: (near initialization for ‘ts_parse_actions[0].action’)

...

make: *** [Release/obj.target/tree_sitter_c_binding/src/parser.o] Error 1
gyp ERR! build error 
gyp ERR! stack Error: `make` failed with exit code: 2
gyp ERR! stack     at ChildProcess.onExit (/mnt/share/rh/source/small_packages/temp/atom-1.34.0/apm/node_modules/atom-package-manager/node_modules/node-gyp/lib/build.js:276:23)
gyp ERR! stack     at emitTwo (events.js:126:13)
gyp ERR! stack     at ChildProcess.emit (events.js:214:7)
gyp ERR! stack     at Process.ChildProcess._handle.onexit (internal/child_process.js:198:12)
gyp ERR! System Linux 2.6.32-504.el6.x86_64
gyp ERR! command ""/mnt/share/rh/source/small_packages/temp/atom-1.34.0/apm/node_modules/atom-package-manager/bin/node"" ""/mnt/share/rh/source/small_packages/temp/atom-1.34.0/apm/node_modules/atom-package-manager/node_modules/.bin/node-gyp"" ""rebuild""
gyp ERR! cwd /mnt/share/rh/source/small_packages/temp/atom-1.34.0/node_modules/tree-sitter-c
gyp ERR! node -v v8.9.3
gyp ERR! node-gyp -v v3.4.0
gyp ERR! not ok 
npm ERR! code ELIFECYCLE
npm ERR! errno 1
npm ERR! tree-sitter-c@0.13.10 install: `node-gyp rebuild`
npm ERR! Exit status 1
npm ERR! 
npm ERR! Failed at the tree-sitter-c@0.13.10 install script.
npm ERR! This is probably not a problem with npm. There is likely additional logging output above.

npm ERR! A complete log of this run can be found in:
npm ERR!     /home/shengxin/.atom/.apm/_logs/2019-03-01T00_06_14_997Z-debug.log[39m
child_process.js:495
    throw err;
    ^

Error: Command failed: /mnt/share/rh/source/small_packages/temp/atom-1.34.0/apm/node_modules/atom-package-manager/bin/apm --loglevel=error install
    at checkExecSyncError (child_process.js:472:13)
    at Object.execFileSync (child_process.js:492:13)
    at module.exports (/mnt/share/rh/source/small_packages/temp/atom-1.34.0/script/lib/run-apm-install.js:14:16)
    at Object.<anonymous> (/mnt/share/rh/source/small_packages/temp/atom-1.34.0/script/bootstrap:44:1)
    at Module._compile (module.js:570:32)
    at Object.Module._extensions..js (module.js:579:10)
    at Module.load (module.js:487:32)
    at tryModuleLoad (module.js:446:12)
    at Function.Module._load (module.js:438:3)
    at Module.runMain (module.js:604:10)
"
clean install of atom on osx fails to open a new window,"A clean install of atom on osx fails to open a new window.

**step 1 - remove your configs:**

```
rm -rf ~/.atom
rm -rf /usr/local/bin/atom
rm -rf /usr/local/bin/apm
rm -rf /Applications/Atom.app
rm -rf ~/Library/Preferences/com.github.atom.plist
rm -rf ~/Library/Application Support/com.github.atom.ShipIt
rm -rf ~/Library/Application Support/Atom
rm -rf ~/Library/Saved Application State/com.github.atom.savedState
rm -rf ~/Library/Caches/com.github.atom
rm -rf ~/Library/Caches/Atom
```

**step 2 - download a fresh copy of atom**

**step 3 - start atom**

either via the CLI or by clicking the app

actual:

the atom icon shows up
![image](https://user-images.githubusercontent.com/265409/53205561-e493f800-35eb-11e9-8273-ee35ac2c227e.png)

expected:

a new atom window to open

expected 2:

a way to debug why atom fails to start

"
"EBUSY: resource busy or locked, unlink","<!--

Have you read Atom's Code of Conduct? By filing an Issue, you are expected to comply with it, including treating everyone with respect: https://github.com/atom/atom/blob/master/CODE_OF_CONDUCT.md

Do you want to ask a question? Are you looking for support? The Atom message board is the best place for getting support: https://discuss.atom.io

-->

### Prerequisites

* [ x] Put an X between the brackets on this line if you have done all of the following:
    *x Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    *x Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * xChecked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    *x Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * xChecked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description
EBUSY: resource busy or locked
[Description of the issue]
I am not able to install any package for some reason. It looks like a file is locked but even if i delete the temp directory i can't fix it. I tried safe mode and it doesn't work either 

VM22 <embedded>:14 Installing package sort-lines failed Error: Installing “sort-lines@0.18.0” failed.
    at C:\Users\jherna3\AppData\Local\atom\app-1.34.0\resources\app\static\<embedded>:11:899339
    at r (C:\Users\jherna3\AppData\Local\atom\app-1.34.0\resources\app\static\<embedded>:11:893791)
    at o (C:\Users\jherna3\AppData\Local\atom\app-1.34.0\resources\app\static\<embedded>:14:1032547)
    at ChildProcess.n.process.on.e (C:\Users\jherna3\AppData\Local\atom\app-1.34.0\resources\app\static\<embedded>:14:1032753)
    at emitTwo (events.js:126:13)
    at ChildProcess.emit (events.js:214:7)
    at Process.ChildProcess._handle.onexit (internal/child_process.js:198:12) C:\Users\jherna3\AppData\Local\atom\app-1.34.0\resources\app\apm\node_modules\temp\node_modules\rimraf\rimraf.js:218
      throw er
      ^

Error: EBUSY: resource busy or locked, unlink 'C:\Users\jherna3\AppData\Local\Temp\8\apm-install-dir-119119-19568-ng8g0e.ck9qp'
    at Object.fs.unlinkSync (fs.js:1061:18)
    at rimrafSync (C:\Users\jherna3\AppData\Local\atom\app-1.34.0\resources\app\apm\node_modules\temp\node_modules\rimraf\rimraf.js:211:13)
    at cleanupDirsSync (C:\Users\jherna3\AppData\Local\atom\app-1.34.0\resources\app\apm\node_modules\temp\lib\temp.js:143:5)
    at process.cleanupSync (C:\Users\jherna3\AppData\Local\atom\app-1.34.0\resources\app\apm\node_modules\temp\lib\temp.js:196:19)
    at emitOne (events.js:121:20)
    at process.emit (events.js:211:7)

(anonymous) @ VM22 <embedded>:14
m @ VM22 <embedded>:11
(anonymous) @ VM22 <embedded>:11
r @ VM22 <embedded>:11
o @ VM22 <embedded>:14
n.process.on.e @ VM22 <embedded>:14
emitTwo @ events.js:126
emit @ events.js:214
ChildProcess._handle.onexit @ internal/child_process.js:198

### Steps to Reproduce

1. [First Step]
if happen during regular use, i notice while trying to install a package today 
however, it is not limited to a single package. IT happen to me once and i was to solve by deleting and reinstalling everything. but i can't be doing this on a daily basis. 

2. [Second Step]
3. [and so on...]

**Expected behavior:** [What you expect to happen]
i should be able to update or remove packages 

**Actual behavior:** [What actually happens]
i can't install packages anymore 

**Reproduces how often:** [What percentage of the time does it reproduce?]

### Versions
C:\Users\jherna3>atom --version

Atom    : 1.34.0
Electron: 2.0.16
Chrome  : 61.0.3163.100
Node    : 8.9.3

C:\Users\jherna3>atom --clear-window-state

C:\Users\jherna3>atom --clear-window-state

C:\Users\jherna3>apm links
C:\Users\jherna3\.atom\dev\packages (0)
└── (no links)
C:\Users\jherna3\.atom\packages (0)
└── (no links)

You can get this information from copy and pasting the output of `atom --version` and `apm --version` from the command line. Also, please include the OS and what version of the OS you're running.

### Additional Information

Any additional information, configuration or data that might be necessary to reproduce the issue.
"
"Virtual memory leak, while executing make","Atom allocates huge amounts of memory without freeing it while a make process is running in a project directory of atom. Memory allocation stops when make exits and starts over when make is called. This happens for me on **linux** in **safe mode**.

### Steps to Reproduce

I'm checking out the linux repo and compile it with a default config. Other projects with some make load are working as well!

1. `git clone https://github.com/torvalds/linux.git `
2. `cd linux`
3. `make clean distclean`
4. `yes """" | make oldconfig`
5. `atom --safe ./`
6. `make`

**Expected behavior:**
Atom should not allocate huge amounts of memory.

**Actual behavior:**
While make is running atom allocates around 150 MB per second. After make is finished atom uses around 50 GB virtual memory on my system. 

**Reproduces how often:**
100% of the time.

### Versions

Atom    : 1.34.0
Electron: 2.0.16
Chrome  : 61.0.3163.100
Node    : 8.9.3

at least from 1.32.0 this issue was present.

### Additional Information

Linux Mint Tara 19 (Ubuntu 18.04) @ 4.19.4-041904-generic
Dell XPS 15 9570 @ 32 GB RAM
"
macos: opening multiple files from the command line could be improved,"I'm using Atom on macos,

Sometimes I want to open multiple files from the command line.
This needs improvement, it does not yet work as expected.

Three ways to open multiple files (on macos):
- atom file file ...
- open -a Atom file file ...
- for f in file file ...;do;open -a Atom $f;done


To make that short:
Atom on macos should respond to the Finder 'open' event.

The 'atom' script should be rewritten,
to send the Finder 'open' event when given one or multiple file names.

It should not start a new full blown instance of Electron,
just to find out that Atom is already running.

--

added bonus, caveat:

opening files at a specific line should still work,
aka: open file:line is a bonus

---
and a new feature:
opening files at a regexp would be nice

I suggest:
open file:/foo

which should open the file
with the cursor positioned
on the first match of foo



 












"
Bitmap fonts break GTK menus,"### Prerequisites

* [x] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description
When the global gtk font is set to a bitmap font (with `lxappearance`), GTK dialogs render all characters as squares. This only happens in Atom (even chromium works fine). If I set the font to something like Roboto, start Atom, then change it back, the Atom dialogs will display fine.

### Steps to Reproduce

1. Use a bitmap font for gtk applications ([zevv-peep](http://zevv.nl/play/code/zevv-peep/) in my case)
2. Start Atom, open the ""Open File"" dialog
3. all text is rendered as squares

**Expected behavior:** 
All text gets displayed in the bitmap font

**Actual behavior:**
it's just squares
![image](https://user-images.githubusercontent.com/23422690/51682447-bec50480-1fe7-11e9-917e-cf0b0dd99447.png)


**Reproduces how often:**
always

### Versions
```
atom --version

Atom    : 1.34.0
Electron: 2.0.16
Chrome  : 61.0.3163.100
Node    : 8.9.3

apm --version

apm  2.1.3
npm  6.2.0
node 8.9.3 x64
atom 1.34.0
python 2.7.15+
git 2.20.1
```
Running on Debian Sid

### Additional Information

Font used is http://zevv.nl/play/code/zevv-peep/"
Incorrectly Saving a file in a FUSE folder (cryptomator vault),"### Prerequisites

* [X] Put an X between the brackets on this line if you have done all of the following:
    * Reproduced the problem in Safe Mode: https://flight-manual.atom.io/hacking-atom/sections/debugging/#using-safe-mode
    * Followed all applicable steps in the debugging guide: https://flight-manual.atom.io/hacking-atom/sections/debugging/
    * Checked the FAQs on the message board for common solutions: https://discuss.atom.io/c/faq
    * Checked that your issue isn't already filed: https://github.com/issues?utf8=✓&q=is%3Aissue+user%3Aatom
    * Checked that there is not already an Atom package that provides the described functionality: https://atom.io/packages

### Description

I want to save a new file to a [cryptomator](https://cryptomator.org/) vault folder. But often the file content is changed automatically after saving it. I found one example that I can reproduce every time, shared below.

### Steps to Reproduce

1. Create and unlock a [cryptomator](https://cryptomator.org/) FUSE vault folder.
2. Open Atom editor and create test.txt inside the cryptomator FUSE vault folder.
3. Enter the following contents in the file:
```
1
2
3
4
```
4. Save the file.
5. Delete the line 2 and 3 so that you see the following content:
```
1
4
```
6. Save the file.
7. The content has automatically changed to and saved into the file:
```
1
4
3
4
```

**Expected behavior:** [What you expect to happen]
After the second save (step 6), the file content should have remained as described in step 5.

**Actual behavior:** [What actually happens]
The content changed as described in step 7.

**Reproduces how often:** [What percentage of the time does it reproduce?]
100%. Tested it 5 times. On two different machines.

### Versions

atom 1.34.0
apm  2.1.3
npm  6.2.0
node 8.9.3 x64
atom 1.34.0
python 2.7.15rc1
git 2.17.1

OS: Ubuntu 18.04
Cryptomator 1.4.1

### Additional Information
Cannot reproduce the issue with other editors like gedit and sublimetext.

Screenshot:
![atom-cryptomator-vault-save](https://user-images.githubusercontent.com/14300004/51538172-83d89a80-1e48-11e9-8d1e-4dc6fc33c860.gif)
"
