@relation Issues

@attribute Id string
@attribute Title string
@attribute Body string
@attribute Label {bug,enhancement}

@data
384,'specs window time','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging safe mode running latest version atom http flight manual atom io hacking atom sections debugging update latest version check debugging guide http flight manual atom io hacking atom sections debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported description specs window close time click closes time steps reproduce window run package specs attempt close specs window attempt close expected behavior specs window close actual behavior specs window stares defiantly versions atom dev 5264fae electron chrome node apm npm node python git windows visual studio windows x64',bug
385,'panecontainer getpanes doesn added pane ondidaddpane observepanes callback','bug unexpected state list relying panecontainer getpanes steps reproduce js atom workspace panecontainer ondidaddpane event atom workspace panecontainer getpanes indexof event pane throw error weird split pane expected behavior error pane pane event emitted actual behavior error versions atom el capitan',bug
386,'complete loss subpixel antialiasing','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging safe mode running latest version atom http flight manual atom io hacking atom sections debugging update latest version check debugging guide http flight manual atom io hacking atom sections debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported description electron upgrade noticed loss subpixel atom code tree view status bar grayscale antialiased debug starting hurt eyes steps reproduce atom safe magnify expected behavior colorful subpixel actual behavior grayscale versions information executing atom version apm version command line include os version os running atom dev 4f1833a electron chrome node apm npm node python git windows visual studio windows x64',bug
387,'upgrading doesn recalculate candefermainmodulerequire','recently bug atom package manager switched loading packages loading upgrade package atom metadata including version immediately package load load version package require cache https github atom atom blob v1 beta5 src package coffee l441 code main module deferred cache local time atom inaccurate cached noticed code changed deferment main module atom loading related',bug
388,'pixel rendering occur unlocking atom external monitor','description unlocking mac os macbook atom monitor color syntax muted color fixes pane updated screenshot shows muted color left correct color tab happen waking computer atom laptop screen color appears fine split muted window resized happen desktop test image https cloud githubusercontent assets 297866f2 75b1 11e6 898f 417644b42c35 png steps reproduce open atom external monitor macbook mac inactivity toolbar system sleep command wake mac unlock screen expected behavior color actual behavior color muted pixel rendered noticing versions atom electron chrome node',bug
389,'unable run atom dev master','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging safe mode running latest version atom http flight manual atom io hacking atom sections debugging update latest version check debugging guide http flight manual atom io hacking atom sections debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported description latest version master dev 6d25cc6 longer run atom dev mode run package specs details atom module version mismatch expected atom error module version mismatch expected error native process module anonymous function dlopen electron asar js object module extensions node module js object module anonymous function node electron asar js module load module js function module load module js module require module js require internal module js object anonymous users cedric github atom node modules pathwatcher lib main js object anonymous users cedric github atom node modules pathwatcher lib main js module compile module js object defineproperty js applications atom app contents resources app asar src compile cache js module load module js function module load module js module require module js require internal module js object anonymous users cedric github atom app src config coffee object anonymous users cedric github atom app src config coffee module compile module js object defineproperty coffee applications atom app contents resources app asar src compile cache js module load module js function module load module js module require module js require internal module js object anonymous users cedric github atom app src main process atom application coffee object anonymous users cedric github atom app src main process atom application coffee module compile module js object defineproperty coffee applications atom app contents resources app asar src compile cache js module load module js function module load module js details steps reproduce run atom run package specs command notice appears expected behavior expected happen atom atom window open dev mode run package specs window test runner actual behavior happened happen atom app starts appears dock window issue discovered versions atom version atom dev 6d25cc6 electron chrome node apm version apm npm node python git',bug
390,'spell check markers reposition soft closing split pane','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging safe mode running latest version atom http flight manual atom io hacking atom sections debugging update latest version check debugging guide http flight manual atom io hacking atom sections debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported description closing split pane soft spell check markers repositioned action state reposition correctly reposition resize atom window click texteditor scroll texteditor switch tab back arrow move cursor reproduce themes safe mode windows windows discovered https github atom language gfm issues issuecomment open issue steps reproduce open atom safe mode soft wrap enabled spell check enabled copy file https gist githubusercontent ben3eee 6b9a8d5c3fbdd38bda3b70b63617b280 77e0fc174f27160e82bd3c27f2d8182771770fb8 gistfile1 txt untitled texteditor split pane resize atom window soft wrapping close pane opened gif reproduction windows safe mode split pane close https cloud githubusercontent assets 8712b448 11e6 814c adf8b998e353 gif markers dev tools markers dev tools https cloud githubusercontent assets 0283dc00 74e6 11e6 82f9 70e28581873d png expected behavior spell check markers correctly positioned actual behavior spell check markers incorrectly positioned moving cursor clicking pane reposition correctly versions atom beta4 windows atom version atom beta4 electron chrome node apm version apm npm node python git windows visual studio atom windows atom version atom electron chrome node apm version apm npm node python git visual studio',bug
391,'selected text highlighted editor scrolled horizontally','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging safe mode running latest version atom http flight manual atom io hacking atom sections debugging update latest version check debugging guide http flight manual atom io hacking atom sections debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported information write good bug report https github atom atom blob master contributing md submit good bug report enhancement https github atom atom blob master contributing md submit good enhancement contributing guide description highlight issue https cloud githubusercontent assets 74c4b360 11e6 8ec2 da2701d2dedd gif steps reproduce scroll editor select multiple lines text scroll editor left expected behavior lines fully selected fully highlighted actual behavior left editor scrolled versions information executing atom version apm version command line include os version os running atom version atom electron chrome node apm version apm npm node python git windows visual studio',bug
392,'atom v1 beta1 fails linux','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging safe mode running latest version atom http flight manual atom io hacking atom sections debugging update latest version check debugging guide http flight manual atom io hacking atom sections debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported description atom v1 beta1 beta2 fail linux ci builds steps reproduce run ci build launch locally linux expected behavior expected happen build works normal actual behavior happened builds fail run specs message text info console error usr lib x86 linux gnu libstdc version glibcxx found home travis atom usr share atom beta resources app asar unpacked node modules marker index build release marker index node error native process module anonymous function dlopen electron asar js object module extensions node module js object module anonymous function node electron asar js module load module js function module load module js module require module js require home travis atom usr share atom beta resources app asar src native compile cache js object anonymous home travis atom usr share atom beta resources app asar node modules marker index dist native marker index js module compile home travis atom usr share atom beta resources app asar src native compile cache js object defineproperty js home travis atom usr share atom beta resources app asar src compile cache js module load module js function module load module js module require module js require home travis atom usr share atom beta resources app asar src native compile cache js object anonymous home travis atom usr share atom beta resources app asar node modules text buffer lib marker layer js object anonymous home travis atom usr share atom beta resources app asar node modules text buffer lib marker layer js module compile home travis atom usr share atom beta resources app asar src native compile cache js object defineproperty js home travis atom usr share atom beta resources app asar src compile cache js module load module js function module load module js module require module js require home travis atom usr share atom beta resources app asar src native compile cache js object anonymous home travis atom usr share atom beta resources app asar node modules text buffer lib history js object anonymous home travis atom usr share atom beta resources app asar node modules text buffer lib history js module compile home travis atom usr share atom beta resources app asar src native compile cache js object defineproperty js home travis atom usr share atom beta resources app asar src compile cache js module load module js function module load module js module require module js source home travis build atom atom app src initialize test window coffee https travis ci linter reek jobs versions atom v1 beta1 atomv1 beta2 note reported gandm https github atom atom issues issuecomment',bug
393,'missing letter file operations cut copy exc','atom bug dependencies open issue couldn responsible package encounter bug gulp glob packages description capital directory turkish letter directory vanishes end operation file atom dir path folder dev pler dir subdir file js renaming window opens file ubdir file js steps reproduce create directory starts capital letter path create directory directory folder open atom path create file directory versions atom electron chrome node apm npm node python git windows visual studio',bug
394,'uncaught typeerror read property screenextent undefined','system config os mac os el capitan version atom beta0 electron chrome node error open atom beta editor title bar checked atom core applications atom beta app contents resources app asar node modules display index dist screen line iterator js typeerror read property screenextent undefined screenlineiterator getscreenpositionwithmaxlinelength applications atom beta app contents resources app asar node modules display index dist screen line iterator js displayindex getscreenpositionwithmaxlinelength applications atom beta app contents resources app asar node modules display index dist display index js displaylayer module exports displaylayer getrightmostscreenposition applications atom beta app contents resources app asar node modules text buffer lib display layer js texteditor module exports texteditor getrightmostscreenposition applications atom beta app contents resources app asar src text editor js texteditor module exports texteditor getlongestscreenrow applications atom beta app contents resources app asar src text editor js texteditorpresenter module exports texteditorpresenter getscreenrowstorender applications atom beta app contents resources app asar src text editor presenter js texteditorpresenter module exports texteditorpresenter getscreenrangestorender applications atom beta app contents resources app asar src text editor presenter js texteditorpresenter module exports texteditorpresenter updatelines applications atom beta app contents resources app asar src text editor presenter js texteditorpresenter module exports texteditorpresenter getpremeasurementstate applications atom beta app contents resources app asar src text editor presenter js texteditorcomponent module exports texteditorcomponent updatesyncpremeasurement applications atom beta app contents resources app asar src text editor component js texteditorcomponent module exports texteditorcomponent updatesync applications atom beta app contents resources app asar src text editor component js texteditorcomponent module exports texteditorcomponent becamevisible applications atom beta app contents resources app asar src text editor component js texteditorcomponent module exports texteditorcomponent checkforvisibilitychange applications atom beta app contents resources app asar src text editor component js atom text editor texteditorelement attachedcallback applications atom beta app contents resources app asar src text editor element js atom pane paneelement activeitemchanged applications atom beta app contents resources app asar src pane element js function module exports emitter simpledispatch applications atom beta app contents resources app asar node modules event kit lib emitter js emitter module exports emitter emit applications atom beta app contents resources app asar node modules event kit lib emitter js pane module exports pane setactiveitem applications atom beta app contents resources app asar src pane js pane module exports pane activateitem applications atom beta app contents resources app asar src pane js applications atom beta app contents resources app asar src workspace js process tickcallback internal process tick js',bug
395,'beta build linux debian fails executing atom beta','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging safe mode running latest version atom http flight manual atom io hacking atom sections debugging update latest version check debugging guide http flight manual atom io hacking atom sections debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported information write good bug report https github atom atom blob master contributing md submit good bug report enhancement https github atom atom blob master contributing md submit good enhancement contributing guide description atom beta debian missing files fails run atom script path apm script path packages travis ci log https travis ci gandm language jobs doesn start atom install batch tests linux steps reproduce run travis ci expected behavior expected happen atom install sepcs run actual behavior happened errors versions beta information executing atom version apm version command line include os version os running',bug
396,'whitespace preceding','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging safe mode running latest version atom http flight manual atom io hacking atom sections debugging update latest version check debugging guide http flight manual atom io hacking atom sections debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported description reported issue gandm language gandm eloquently explained underlying problem attempt rephrase simply quote https github gandm language issues issuecomment bit appears autoflow https github atom autoflow blob master lib autoflow coffee attempts line cursor calls language mode https github atom atom blob master src language mode coffee https github atom atom blob master src language mode coffee l212 line isn line doesn set whitespace preceeding isn line including line reporting issue bug posting close steps reproduce reproduction gandm changed language circumvents issue versions atom electron chrome node apm npm node python git',bug
397,'file open functional closing editor window','atom version os open file menu closing editor window finder file selection pane pop expected reproduce open atom close main untitled window open folder atom menu bar remains open closing main window launch assume open menu version atom electron chrome node',bug
398,'console eperm operation permitted write','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging safe mode running latest version atom http flight manual atom io hacking atom sections debugging update latest version check debugging guide http flight manual atom io hacking atom sections debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported description bug reported case bothers console log eslint react https github yannickcr eslint react widely adopted eslint config airbnb https www npmjs package eslint config airbnb eslint https www npmjs package eslint linter eslint https github linter eslint https github linter eslint issues closed https github yannickcr eslint react issues issuecomment closed issue stated properly simply closed issues https github airbnb javascript issues issuecomment eslint config airbnb dependencies https github yannickcr eslint react issues issuecomment won eslint react node module console exception pops atom error eperm operation permitted write error native object fs writesync fs js syncwritestream write fs js console log console js eventemitter program censored node modules eslint react lib require js emitone events js eventemitter emit events js nodeeventgenerator enternode censored node modules eslint lib util node event generator js codepathanalyzer enternode censored node modules eslint lib code path analysis code path analyzer js commenteventgenerator enternode censored node modules eslint lib util event generator js lines https github yannickcr eslint react blob v3 lib jsx quotes js js eslint console console log react jsx quotes rule jsx quotes rule eslint enable console iswarnedfordeprecation true occurences pattern eslint react https github yannickcr eslint react blob e84af68a3bf48c9a34f14e73a8b4dc1ed7488bab lib require js js eslint console console log react require rule extensions rule eslint eslint enable console iswarnedfordeprecation true https github yannickcr eslint react utf8 e2 9c console log type code steps reproduce install atom linter atom linter eslint eslint eslint react modules eslintrc eslint react eslint config airbnb base config run js file expected behavior error actual behavior exception versions atom windows 64bit atom version atom electron chrome node apm version apm npm node python git visual studio',bug
399,'uncaught error pane destroyed','steps reproduce open atom safe mode image view repository open coffeelint json pane split copy active pane open view left pane open view left pane open view close left pane gif reproduction pane destroyed https cloud githubusercontent assets ee6c50ba 6f51 11e6 9e2d 6b51aba9aded gif issue https github atom atom issues step throws error console reported https github atom atom issues atom version system ubuntu thrown atom core stack trace uncaught error pane destroyed usr share atom resources app asar src pane js error pane destroyed pane module exports pane activate usr share atom resources app asar src pane js pane module exports pane focus usr share atom resources app asar src pane js atom pane anonymous usr share atom resources app asar src pane element js',bug
400,'atom doesn added start','window state system focus windows save repro steps launch atom local repository folder kbd cmd shift kbd exit atom launch atom dock expected listed tree view actual folder listed tree view info version bug mac os open empty editor start unchecked',bug
401,'feature request','firewatch people people design languages trivial manipulate firewatch',enhancement
402,'menubar doesn highlight search','reproduce press kbd command kbd kbd shift kbd kbd kbd trigger input type populate input press kbd command kbd kbd kbd expected behavior mac os native typed input highlight observed behavior keyboard focus lost input file contents highlighted mac os atom',bug
403,'open dialog defaults','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging safe mode running latest version atom http flight manual atom io hacking atom sections debugging update latest version check debugging guide http flight manual atom io hacking atom sections debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported information write good bug report https github atom atom blob master contributing md submit good bug report enhancement https github atom atom blob master contributing md submit good enhancement contributing guide description press kbd ctrl shift kbd open folder dialog file folder screenshot file spec folder open open folder atom window kbd ctrl shift kbd kbd enter kbd noticed file shown dialog compare error dialog text open folder dialog text folder https cloud githubusercontent assets bd71fb3a 11e6 936b3f1fa73d png steps reproduce open atom safe mode folder open file file focused press kbd ctrl shift kbd open folder pressing kbd enter kbd dialog error folder set incorrectly filename expected behavior open files folder opens folder atom window actual behavior error file set file folder file dialog opening opens folder expected versions windows atom version atom electron chrome node apm version apm npm node python git visual studio',bug
404,'negated patterns gitignore global included','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging safe mode running latest version atom http flight manual atom io hacking atom sections debugging update latest version check debugging guide http flight manual atom io hacking atom sections debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported description steps reproduce mkdir gittest cd gittest git init initialized empty git repository users swrobel code gittest git tracked echo tracked gitignore git status branch master initial commit files git file include committed tracked commit create copy files git echo tracked gitignore git status branch master initial commit untracked files git file include committed gitignore tracked commit untracked files git atom expected behavior gitignore https git gitignore gitignore files local gitignore case file rule gitignore negated gitignore file tracked git path note git check ignore behavior https inbox git git email florian hassanen gmail files gitignore rule including negated returning files actual behavior file fuzzy finder tree view respect paths img width alt screenshot src https cloud githubusercontent assets 5f1602c0 64ad 11e6 431c8e02a30a png img width alt screenshot src https cloud githubusercontent assets 3b50e31e 64ad 11e6 6b67e506e37d png img width alt screenshot src https cloud githubusercontent assets 9fb1b360 64ad 11e6 94a9 ba6b8bf9463b png img width alt screenshot src https cloud githubusercontent assets a218a712 64ad 11e6 b0e0ce4b8469 png array files developer console crude screenshot method versions tested atom beta macs running running pb5 atom version atom electron chrome node atom beta version atom beta5 electron chrome node',bug
405,'indent guides editors','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging safe mode running latest version atom http flight manual atom io hacking atom sections debugging update latest version check debugging guide http flight manual atom io hacking atom sections debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported description opened opening show indent guides opened atom loads closing start showing indent guides started texteditor extraction steps reproduce open atom folder indent guides enabled open files close atom open atom folder files step note indent guides shown open file note indent guides shown file close files notice indent guides shown file expected behavior indent guides show enabled actual behavior indent guides show reopened versions atom dev 351bad4 electron chrome node apm npm node python git windows visual studio windows x64 cc',bug
406,'blank lines exceed editor width measured incorrectly indent guides enabled','indent guide measurement problem https cloud githubusercontent assets 224170d8 11e6 813f 64f17bcf2298 gif affects',bug
407,'tmp atom crashes directory userids','started atom macos yosemite main interest ruby crystal atom app starts directory atom crashes cr ls tmp atom crashes total drwxr xr gad wheel aug completed drwxr xr gad wheel aug drwxr xr gad wheel aug pending rw gad wheel aug dat problem created generic owned active user users argued users read problem switch users macos user switching start atom userid console app running endless stream error cr pm handler pid error file io cc open tmp atom crashes dat permission denied switch back userid bring terminal rm tmp atom atom app left running time disappointing atom create directory tmp include userid user uid directory directory created notice macos directory cr ls ld tmp atom crashes drwxr xr gad wheel aug tmp atom crashes chromium database initialized helps fwiw cr atom version atom electron chrome node apm version apm npm node python git',bug
408,'atom reverted install deleted themes','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging safe mode running latest version atom http flight manual atom io hacking atom sections debugging update latest version install restart enabled check debugging guide http flight manual atom io hacking atom sections debugging slack slack user file issue heard application delete packages user application close check faqs discuss https discuss atom io faq performed cursory issues open reporting correct repository https github atom atom blob master contributing md atom packages happened atom editor perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported crash closed properly restarted packages missing information write good bug report https github atom atom blob master contributing md submit good bug report enhancement https github atom atom blob master contributing md submit good enhancement contributing guide description atom deleted packages themes application restart elaborate reverted base install file explorer left steps reproduce open react open time md javascript files installed packages include run eslintrc file eslint react lodash eslint delete cmd atom typing terminal atom directory cry expected behavior expected happen atom closes starts packages themes file explorer left actual behavior happened atom deleted themes packages atom directory atom packages green square bottom left directory files atom files pushed devel branch files lost versions atom apm os os',bug
409,'generic coded','appname logo hicolor altered',enhancement
410,'workspace scan included','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging safe mode spec tests fails apm test running latest version atom http flight manual atom io hacking atom sections debugging update latest version check debugging guide http flight manual atom io hacking atom sections debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported information write good bug report https github atom atom blob master contributing md submit good bug report enhancement https github atom atom blob master contributing md submit good enhancement contributing guide description calling workspace scan paths set paths due core excludevcsignoredpaths core ignorednames originally reported atom replace problem workspace scan steps reproduce merge additional specs unskip tests xit run apm test observe failures expected behavior tests paths correctly paths set actual behavior tests fail paths paths set versions atom electron chrome node os ubuntu',bug
411,'splitting panes menu empty','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging safe mode running latest version atom http flight manual atom io hacking atom sections debugging update latest version check debugging guide http flight manual atom io hacking atom sections debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported information write good bug report https github atom atom blob master contributing md submit good bug report enhancement https github atom atom blob master contributing md submit good enhancement contributing guide description attempting split application menu end empty steps reproduce open file open view menu select split left expected behavior pane created view open file actual behavior pane created empty versions atom osx ubuntu',bug
412,'add prevent option onwilldestroypaneitem','onwilldestroypaneitem onwilldestroypaneitem onwilldestroypaneitem onwilldestroypaneitem suggested ericcornelissen suggested feature ericcornelissen willdestroy people priority',enhancement
413,'scrollbar refreshing pasting','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging safe mode running latest version atom http flight manual atom io hacking atom sections debugging update latest version check debugging guide http flight manual atom io hacking atom sections debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported information write good bug report https github atom atom blob master contributing md submit good bug report enhancement https github atom atom blob master contributing md submit good enhancement contributing guide description pasting long line text forces view scroll horizontally scrollbar stays initial position problem occur scrollbar result scrollbar visible fine steps reproduce open atom safe mode open untitled tab paste contents file https gist githubusercontent ben3eee 6b9a8d5c3fbdd38bda3b70b63617b280 77e0fc174f27160e82bd3c27f2d8182771770fb8 gistfile1 txt untitled tab expected scrollbar bottom texteditor scrolled bottom acutal scrollbar stays top file bug applies vertical horizontal scrollbars expected behavior scrollbar view scrolled actual behavior scrollbar didn scrolled stayed initial position left versions atom electron chrome node macos osx el capitan',bug
414,'menu defaults disabled dialogs','prerequisites problem reproducible versions mac os version running latest version atom description native application menu file edit disabled native steps reproduce open native dialog file open file folder press âœ finder key command shift copy paste expected native actual native works stupidly disabled versions atom electron chrome node apm npm node python git os 15f34 atom menu issue mov opt https cloud githubusercontent assets 4038e580 5b38 11e6 84b4 ddd994468d03 gif terrible',bug
415,'hook regression','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging safe mode running latest version atom http flight manual atom io hacking atom sections debugging update latest version check debugging guide http flight manual atom io hacking atom sections debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported description package triggered opening file opening previous session observed correctly point earlier version long ago steps reproduce install language purescript ide purescript open file purs observe package starts close atom open atom file open expected behavior expected happen package started actual behavior happened package start package observed started activated console log startup opening file open start package normal switching files versions apm atom verified beta1 osx',bug
416,'uncaught typeerror read property pwd null','steps initial launch atom application selected open guide selected open directory sites error displayed atom atom version system mac os thrown atom core stack trace uncaught typeerror read property pwd null applications atom app contents resources app asar src update process js typeerror read property pwd null updateprocessenv applications atom app contents resources app asar src update process js eventemitter anonymous applications atom app contents resources app asar src initialize application window js emittwo events js eventemitter emit events js commands command palette toggle summary summary keyboard application open atom workspace workspace scrollbars visible scrolling theme dark syntax theme dark ui config json core installed packages coffee user atom dark syntax v0 inactive atom dark ui v0 inactive atom light syntax v0 inactive atom light ui v0 inactive base16 tomorrow dark theme v1 inactive base16 tomorrow light theme v1 inactive dark ui v1 active light ui v1 inactive dark syntax v1 active light syntax v1 inactive solarized dark syntax v1 inactive solarized light syntax v1 inactive v1 active archive view v0 active autocomplete atom v0 active autocomplete v0 active autocomplete v0 active autocomplete v2 active autocomplete snippets v1 active autoflow v0 inactive autosave v0 active background tips v0 active bookmarks v0 active bracket matcher v0 active command palette v0 active deprecation cop v0 active dev reload v0 active encoding selector v0 active exception reporting v0 active fuzzy finder v1 active git diff v1 active replace v0 inactive line v0 inactive selector v0 active image view v0 active incompatible packages v0 active keybinding resolver v0 active line selector v0 active link v0 inactive markdown preview v0 active metrics v0 active notifications v0 active open github v1 inactive package generator v1 inactive view v0 active snippets v1 active spell check v0 active status bar v1 active styleguide v0 active symbols view v0 inactive v0 active timecop v0 active tree view v0 active update package dependencies v0 active v0 active whitespace v0 active wrap guide v0 active language v0 active language clojure v0 active language coffee script v0 active language csharp v0 active language v0 active language gfm v0 active language git v0 active language v0 active language v0 active language hyperlink v0 active language java v0 active language javascript v0 active language json v0 active language v0 active language v0 active language mustache v0 active language objective v0 active language perl v0 active language php v0 active language property list v0 active language python v0 active language ruby v0 active language ruby rails v0 active language sass v0 active language shellscript v0 active language source v0 active language sql v0 active language text v0 active language todo v0 active language toml v0 active language xml v0 active language yaml v0 active dev dev packages',bug
417,'window render black','hey im js window render black scroll refresh move mouse cursor atom osx safe mode shows issue files file screenshot attached screen shot https cloud githubusercontent assets f887d0ce 5a39 11e6 33310035bd0a png',bug
418,'cursor switching back pointer beam','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging safe mode running latest version atom http flight manual atom io hacking atom sections debugging update latest version check debugging guide http flight manual atom io hacking atom sections debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported description cursor switching back pointer beam https gyazo 86f19cdd229d3db894a327cfeb6eee80 https gyazo 86f19cdd229d3db894a327cfeb6eee80 gif https gyazo 86f19cdd229d3db894a327cfeb6eee80 steps reproduce focus atom window bring atom window focus click lines text watch cursor pointer expected behavior cursor remain beam actual behavior cursor reverted pointer versions additional info os os el capitan syntax ui theme atom dark moving cursor sidebar back editor fixes problem',bug
419,'wrong textchanged typing cursor ondidchangeposition','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging safe mode running latest version atom http flight manual atom io hacking atom sections debugging update latest version check debugging guide http flight manual atom io hacking atom sections debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported description ondidchangeposition cursor type backspace expect event textchanged property true false expected behavior event textchanged property true actual behavior false versions',bug
420,'problem highlighting rtl text','description upgrading version correctly select persian text won highlight mono monaco luck steps reproduce type persian arabic text select click selecting expected behavior highlighted text https imgsafe 05a5625be9 png text selecting https imgsafe 05a5625be9 png https imgsafe 05a55ccc06 png bad fa arabic text selection version https imgsafe 05a55ccc06 png actual behavior highlights character versions atom osx el captian',bug
421,'uncaught promise typeerror read property bufferid null','prerequisites reproduce problem safe mode http flight manual atom io hacking atom sections debugging safe mode running latest version atom http flight manual atom io hacking atom sections debugging update latest version check debugging guide http flight manual atom io hacking atom sections debugging check faqs discuss https discuss atom io faq reporting correct repository https github atom atom blob master contributing md atom packages perform cursory https github issues 3aissue user 3aatom repo 3aatom 2felectron bug enhancement reported information write good bug report https github atom atom blob master contributing md submit good bug report enhancement https github atom atom blob master contributing md submit good enhancement contributing guide description ctrl alt cmd cmd dev tools open editor reload empty window uncaught promise typeerror read property bufferid null module exports tokenizedbuffer deserialize applications atom app contents resources app asar src tokenized buffer js module exports texteditor deserialize applications atom app contents resources app asar src text editor js module exports deserializermanager deserialize applications atom app contents resources app asar src deserializer manager js anonymous function applications atom app contents resources app asar src pane js module exports pane deserialize applications atom app contents resources app asar src pane js module exports deserializermanager deserialize applications atom app contents resources app asar src deserializer manager js module exports panecontainer deserialize applications atom app contents resources app asar src pane container js module exports workspace deserialize applications atom app contents resources app asar src workspace js module exports atomenvironment deserialize applications atom app contents resources app asar src atom environment js anonymous function applications atom app contents resources app asar src atom environment js steps reproduce atom atom beta0 safe mode editor press ctrl opt cmd reload blank screen check console error press ctrl opt cmd reload works expected behavior expected happen ctrl opt cmd reload fine time actual behavior happened reload time throws error leaves atom unusable state versions information executing atom version apm version command line include os version os running atom atom beta0 macos',bug
422,'darwin unable confirm prompts atom v1','upgrading atom trigger prompt save hitting kbd cmd kbd img src https cloud githubusercontent assets 17033ae8 11e6 9f70 050d7e897bf0 png width alt prompt input focus shift focus won stats safe mode normal mode os mac os mavericks',bug
423,'deserializermanager registered deserializer','drove deserialization implicit authors clearer e8f1591',enhancement
424,'atom doesn refresh hosted','files machine file atom refresh signalize date isn refresh file os file atom instance updating repository file signalize user reload overwrite autorefresh works files machine os el capitan samba mount external files machine atom version atom electron chrome node',bug
425,'atom resetting randomly memory starts swapping','time computer restart atom resetted including disabled packages launching atom commandline causing reproducing restarting laptop atom os sabayon linux kde kernel',bug
426,'opening file line atom scroll line top view','description opening atom command line file line atom scroll content steps reproduce atom text somefile txt expected behavior expect atom scroll line top editor actual behavior atom scrolls line bottom screen jshint displayed bottom line user scroll content view line defeating versions atom version atom electron chrome node',bug
